Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,"Outbuilding, protective",,,,,,,,,,,,,,,,,
926,,257,0.04 %,2,0,0.00 %,3,0.46 %,0,0.00 %,2,0.47 %,"289,186",0.15 %,"231,553",0.36 %,"520,739",0.20 %
,shelter,,,,,,,,,,,,,,,,,
931,Open land or field,"5,814",0.90 %,16,3,2.36 %,8,1.22 %,0,0.00 %,9,2.12 %,"2,325,743",1.18 %,"551,630",0.85 %,"2,877,373",1.10 %
935,Campsite with utilities,240,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"19,050",0.01 %,"13,301",0.02 %,"32,351",0.01 %
936,Vacant lot,"1,180",0.18 %,2,1,0.79 %,1,0.15 %,0,0.00 %,1,0.24 %,"288,985",0.15 %,"7,338",0.01 %,"296,323",0.11 %
937,Beach,410,0.06 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,621,0.00 %,22,0.00 %,643,0.00 %
,Graded and cared-for,,,,,,,,,,,,,,,,,
938,,"2,338",0.36 %,8,1,0.79 %,3,0.46 %,0,0.00 %,2,0.47 %,"312,833",0.16 %,"24,829",0.04 %,"337,662",0.13 %
,plots of land,,,,,,,,,,,,,,,,,
940,"Water area, other",331,0.05 %,0,1,0.79 %,0,0.00 %,0,0.00 %,1,0.24 %,"55,001",0.03 %,"2,001",0.00 %,"57,002",0.02 %
,"Open ocean, sea or tidal",,,,,,,,,,,,,,,,,
941,,214,0.03 %,5,0,0.00 %,0,0.00 %,0,0.00 %,1,0.24 %,"1,435,500",0.73 %,"102,000",0.16 %,"1,537,500",0.59 %
,waters,,,,,,,,,,,,,,,,,
946,"Lake, river, stream",767,0.12 %,0,0,0.00 %,1,0.15 %,0,0.00 %,2,0.47 %,"49,300",0.02 %,"11,000",0.02 %,"60,300",0.02 %
951,Railroad right of way,409,0.06 %,0,0,0.00 %,0,0.00 %,0,0.00 %,2,0.47 %,"3,445,801",1.75 %,"6,103",0.01 %,"3,451,904",1.32 %
952,Railroad yard,105,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.24 %,600,0.00 %,100,0.00 %,700,0.00 %
,Page 14 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 11:39:15 EST 2011,Fri Mar 11 11:39:15 EST 2011,Fri Mar 11 11:39:15 EST 2011
