Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,"Parking garage,",,,,,,,,,,,,,,,,,
881,(detached residential,116,0.02 %,4,0,0.00 %,0,0.00 %,0,0.00 %,1,0.24 %,"1,187,059",0.60 %,"1,476,841",2.27 %,"2,663,900",1.02 %
,garage),,,,,,,,,,,,,,,,,
,"Parking garage, general",,,,,,,,,,,,,,,,,
882,,674,0.10 %,5,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"211,550",0.11 %,"5,500",0.01 %,"217,050",0.08 %
,vehicle,,,,,,,,,,,,,,,,,
888,Fire station,"4,250",0.66 %,0,0,0.00 %,0,0.00 %,0,0.00 %,33,7.78 %,"7,500",0.00 %,"1,102",0.00 %,"8,602",0.00 %
891,Warehouse,"1,503",0.23 %,5,0,0.00 %,0,0.00 %,0,0.00 %,7,1.65 %,"1,193,479",0.60 %,"497,502",0.77 %,"1,690,981",0.64 %
,"Dock, marina, pier, wharf",,,,,,,,,,,,,,,,,
898,,151,0.02 %,1,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"29,500",0.01 %,"131,000",0.20 %,"160,500",0.06 %
,Residential or self,,,,,,,,,,,,,,,,,
899,,171,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,616,600",0.82 %,"1,247,502",1.92 %,"2,864,102",1.09 %
,storage units,,,,,,,,,,,,,,,,,
,Outside or special,,,,,,,,,,,,,,,,,
9,,1,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,property,,,,,,,,,,,,,,,,,
,Outside or special,,,,,,,,,,,,,,,,,
900,,"4,288",0.67 %,9,0,0.00 %,4,0.61 %,0,0.00 %,7,1.65 %,"978,282",0.50 %,"673,456",1.04 %,"1,651,738",0.63 %
,"property, other",,,,,,,,,,,,,,,,,
919,"Dump, sanitary landfill",270,0.04 %,3,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"845,278",0.43 %,"585,459",0.90 %,"1,430,737",0.55 %
921,"Bridge, trestle",339,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"105,901",0.05 %,"3,201",0.00 %,"109,102",0.04 %
922,Tunnel,108,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"2,000",0.00 %,0,0.00 %,"2,000",0.00 %
,Page 13 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 11:39:13 EST 2011,Fri Mar 11 11:39:13 EST 2011,Fri Mar 11 11:39:13 EST 2011
