Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”,Name: “Table 1 of 1 on page 4 of 16”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
144,"Casino, gambling clubs",21,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"Public or government,",,,,,,,,,,,,,,,,,
150,,"2,586",0.40 %,0,0,0.00 %,0,0.00 %,0,0.00 %,5,1.18 %,"4,700",0.00 %,0,0.00 %,"4,700",0.00 %
,other,,,,,,,,,,,,,,,,,
151,Library,464,0.07 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"107,220",0.05 %,"50,010",0.08 %,"157,230",0.06 %
152,Museum,339,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"6,070",0.00 %,20,0.00 %,"6,090",0.00 %
,"Memorial structure,",,,,,,,,,,,,,,,,,
154,including monuments &,142,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,2,0.47 %,0,0.00 %,0,0.00 %,0,0.00 %
,statues,,,,,,,,,,,,,,,,,
155,Courthouse,470,0.07 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
160,"Eating, drinking places",969,0.15 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"8,550",0.00 %,"10,001",0.02 %,"18,551",0.01 %
161,Restaurant or cafeteria,"4,964",0.77 %,0,0,0.00 %,3,0.46 %,0,0.00 %,1,0.24 %,"2,718,704",1.38 %,"1,079,894",1.66 %,"3,798,598",1.45 %
162,Bar or nightclub,684,0.11 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"585,050",0.30 %,"288,150",0.44 %,"873,200",0.33 %
,"Passenger terminal,",,,,,,,,,,,,,,,,,
170,,333,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,other,,,,,,,,,,,,,,,,,
,Airport passenger,,,,,,,,,,,,,,,,,
171,,"3,316",0.52 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,725,0.00 %,"9,500",0.01 %,"10,225",0.00 %
,terminal,,,,,,,,,,,,,,,,,
,Page 4 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:47:38 EST 2011,Fri Mar 11 10:47:38 EST 2011,Fri Mar 11 10:47:38 EST 2011
