Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”,Name: “Table 1 of 1 on page 2 of 16”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,Report Period: From 01/01/2010 to 12/31/2010,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
000,"Property Use, other","2,739",0.43 %,2,1,0.79 %,0,0.00 %,0,0.00 %,0,0.00 %,"379,519",0.19 %,"59,884",0.09 %,"439,403",0.17 %
100,"Assembly, other",964,0.15 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"35,000",0.02 %,"9,110",0.01 %,"44,110",0.02 %
,Fixed use recreation,,,,,,,,,,,,,,,,,
110,,967,0.15 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"6,650",0.00 %,1,0.00 %,"6,651",0.00 %
,"places, other",,,,,,,,,,,,,,,,,
111,Bowling alley,98,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,600,0.00 %,100,0.00 %,700,0.00 %
,"Billiard center, pool hall",,,,,,,,,,,,,,,,,
112,,60,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Electronic amusement,,,,,,,,,,,,,,,,,
113,,183,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"120,000",0.06 %,"1,200",0.00 %,"121,200",0.05 %
,center,,,,,,,,,,,,,,,,,
,"Ice rink: indoor, outdoor",,,,,,,,,,,,,,,,,
114,,150,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Roller rink: indoor or,,,,,,,,,,,,,,,,,
115,,99,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,outdoor,,,,,,,,,,,,,,,,,
,Swimming facility: indoor,,,,,,,,,,,,,,,,,
116,,519,0.08 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"10,100",0.01 %,250,0.00 %,"10,350",0.00 %
,or outdoor,,,,,,,,,,,,,,,,,
,"Variable use amusement,",,,,,,,,,,,,,,,,,
120,recreation places,533,0.08 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"122,500",0.06 %,"4,400",0.01 %,"126,900",0.05 %
121,"Ballroom, gymnasium",340,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,000",0.00 %,0,0.00 %,"1,000",0.00 %
,Page 2 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:47:36 EST 2011,Fri Mar 11 10:47:36 EST 2011,Fri Mar 11 10:47:36 EST 2011
