Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/09 - 12/31/09,1/1/09 - 12/31/09,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,Highway or divided,,,,,,,,,,,,,,,,,
961,highway,"36,879",5.83%,6,21,20.39%,32,5.91%,0,0.00%,23,7.01%,"8,573,027",4.03%,"809,582",1.00%,"9,382,609",3.19%
,"Residential street, road",,,,,,,,,,,,,,,,,
962,or residential driveway,"27,237",4.30%,17,4,3.88%,62,11.46%,0,0.00%,6,1.83%,"3,376,696",1.59%,"358,724",0.44%,"3,735,420",1.27%
,Street or road in,,,,,,,,,,,,,,,,,
963,commercial area,"14,051",2.22%,5,1,0.97%,13,2.40%,0,0.00%,9,2.74%,"1,401,710",0.66%,"81,886",0.10%,"1,483,596",0.50%
,Vehicle parking area,,,,,,,,,,,,,,,,,
965,,"13,941",2.20%,67,0,0.00%,9,1.66%,0,0.00%,5,1.52%,"5,489,207",2.58%,"293,998",0.36%,"5,783,205",1.97%
,Aircraft runway,,,,,,,,,,,,,,,,,
972,,299,0.05%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Aircraft taxi-way,,,,,,,,,,,,,,,,,
973,,104,0.02%,0,0,0.00%,1,0.18%,0,0.00%,0,0.00%,"2,020,000",0.95%,0,0.00%,"2,020,000",0.69%
,Aircraft loading area,,,,,,,,,,,,,,,,,
974,,915,0.14%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"15,500",0.01%,0,0.00%,"15,500",0.01%
,Construction site,,,,,,,,,,,,,,,,,
981,,342,0.05%,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"211,501",0.10%,"45,001",0.06%,"256,502",0.09%
,Oil or gas field,,,,,,,,,,,,,,,,,
982,,6,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,400,0.00%,0,0.00%,400,0.00%
,"Pipeline, power line or",,,,,,,,,,,,,,,,,
983,other utility right of way,465,0.07%,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"33,901",0.02%,"25,051",0.03%,"58,952",0.02%
,Industrial plant yard -,,,,,,,,,,,,,,,,,
984,area,133,0.02%,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"479,500",0.23%,"618,001",0.76%,"1,097,501",0.37%
,None,,,,,,,,,,,,,,,,,
NNN,,"12,156",1.92%,9,4,3.88%,31,5.73%,0,0.00%,4,1.22%,"1,565,482",0.74%,"385,621",0.47%,"1,951,103",0.66%
,Undetermined,,,,,,,,,,,,,,,,,
UUU,,"10,682",1.69%,3,1,0.97%,1,0.18%,0,0.00%,0,0.00%,"242,200",0.11%,"7,500",0.01%,"249,700",0.08%
Totals,,"633,010",100.00%,481,103,100.00%,541,100.00%,1,100.00%,328,100.00%,"212,831,645 100.00%","212,831,645 100.00%","81,249,763",100.00%,"294,081,408",100.00%
Mutual Aid Given Incidents,Mutual Aid Given Incidents,"10,619",,,,,,,,,,,,,,,,
,Page 11 of 11,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,3/5/10 10:25:36 AM,3/5/10 10:25:36 AM,
