Tally,,,,,
Report Parameters:,Report Parameters:,,,,
Report Period:,1/1/09 - 12/31/09,Version: Both,Status: All,Released: All,
Report Filters:,No Filters Applied,,,,
,"NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)",
State:,VA,,,,
Report FDIDs:,All,,,,
Page 1 of 11,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,3/5/10 8:42:59 AM
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/09 - 12/31/09,1/1/09 - 12/31/09,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,"Property Use, other",,,,,,,,,,,,,,,,,
000,,"2,663",0.42%,11,1,0.97%,10,1.85%,0,0.00%,0,0.00%,"1,978,554",0.93%,"608,155",0.75%,"2,586,709",0.88%
,"Assembly, other",,,,,,,,,,,,,,,,,
100,,887,0.14%,0,0,0.00%,0,0.00%,0,0.00%,1,0.30%,"11,550",0.01%,300,0.00%,"11,850",0.00%
,Fixed use recreation,,,,,,,,,,,,,,,,,
110,"places, other",995,0.16%,0,1,0.97%,0,0.00%,0,0.00%,0,0.00%,"33,250",0.02%,"10,200",0.01%,"43,450",0.01%
,Bowling alley,,,,,,,,,,,,,,,,,
111,,111,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Billiard center, pool hall",,,,,,,,,,,,,,,,,
112,,25,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Electronic amusement,,,,,,,,,,,,,,,,,
113,center,164,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"5,005",0.01%,"5,005",0.00%
,"Ice rink: indoor, outdoor",,,,,,,,,,,,,,,,,
114,,153,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Roller rink: indoor or,,,,,,,,,,,,,,,,,
115,outdoor,82,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Swimming facility:,,,,,,,,,,,,,,,,,
116,indoor or outdoor,457,0.07%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"15,000",0.01%,25,0.00%,"15,025",0.01%
,Variable use,,,,,,,,,,,,,,,,,
120,"amusement, recreation",516,0.08%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"14,001",0.01%,"10,051",0.01%,"24,052",0.01%
,places,,,,,,,,,,,,,,,,,
,"Ballroom, gymnasium",,,,,,,,,,,,,,,,,
121,,285,0.05%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Convention center,",,,,,,,,,,,,,,,,,
122,exhibition hall,281,0.04%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,700,0.00%,0,0.00%,700,0.00%
,"Stadium, arena",,,,,,,,,,,,,,,,,
123,,615,0.10%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"12,000",0.01%,0,0.00%,"12,000",0.00%
,Playground,,,,,,,,,,,,,,,,,
124,,480,0.08%,0,0,0.00%,1,0.18%,0,0.00%,0,0.00%,"40,199",0.02%,"42,065",0.05%,"82,264",0.03%
,Amusement center:,,,,,,,,,,,,,,,,,
129,indoor/outdoor,217,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"20,300",0.01%,"20,000",0.02%,"40,300",0.01%
,"Places of worship,",,,,,,,,,,,,,,,,,
130,funeral parlors,386,0.06%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,300,0.00%,"2,000",0.00%,"2,300",0.00%
,Page 2 of 11,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,3/5/10 8:43:40 AM,3/5/10 8:43:40 AM,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/09 - 12/31/09,1/1/09 - 12/31/09,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,"Church, mosque,",,,,,,,,,,,,,,,,,
