Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/09 - 12/31/09,1/1/09 - 12/31/09,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,Outside or special,,,,,,,,,,,,,,,,,
900,"property, other","3,872",0.61%,12,2,1.94%,1,0.18%,0,0.00%,2,0.61%,"422,335",0.20%,"52,246",0.06%,"474,581",0.16%
,"Dump, sanitary landfill",,,,,,,,,,,,,,,,,
919,,278,0.04%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"89,252",0.04%,954,0.00%,"90,206",0.03%
,"Bridge, trestle",,,,,,,,,,,,,,,,,
921,,398,0.06%,0,1,0.97%,0,0.00%,0,0.00%,1,0.30%,"1,066,010",0.50%,"1,002",0.00%,"1,067,012",0.36%
,Tunnel,,,,,,,,,,,,,,,,,
922,,171,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"11,000",0.01%,0,0.00%,"11,000",0.00%
,"Outbuilding, protective",,,,,,,,,,,,,,,,,
926,shelter,206,0.03%,0,0,0.00%,0,0.00%,0,0.00%,1,0.30%,"465,576",0.22%,"331,452",0.41%,"797,028",0.27%
,Open land or field,,,,,,,,,,,,,,,,,
931,,"5,721",0.90%,24,1,0.97%,4,0.74%,0,0.00%,5,1.52%,"2,190,121",1.03%,"103,873",0.13%,"2,293,994",0.78%
,Campsite with utilities,,,,,,,,,,,,,,,,,
935,,235,0.04%,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"268,500",0.13%,"66,250",0.08%,"334,750",0.11%
,Vacant lot,,,,,,,,,,,,,,,,,
936,,"1,088",0.17%,1,0,0.00%,1,0.18%,0,0.00%,0,0.00%,"312,223",0.15%,"26,171",0.03%,"338,394",0.12%
,Beach,,,,,,,,,,,,,,,,,
937,,319,0.05%,0,0,0.00%,0,0.00%,0,0.00%,1,0.30%,201,0.00%,1,0.00%,202,0.00%
,Graded and cared-for,,,,,,,,,,,,,,,,,
938,plots of land,"2,080",0.33%,12,0,0.00%,1,0.18%,0,0.00%,14,4.27%,"325,567",0.15%,"30,836",0.04%,"356,403",0.12%
,"Water area, other",,,,,,,,,,,,,,,,,
940,,333,0.05%,0,1,0.97%,0,0.00%,0,0.00%,0,0.00%,"194,506",0.09%,"20,006",0.02%,"214,512",0.07%
,"Open ocean, sea or tidal",,,,,,,,,,,,,,,,,
941,waters,256,0.04%,0,0,0.00%,0,0.00%,0,0.00%,1,0.30%,"578,000",0.27%,"220,600",0.27%,"798,600",0.27%
,"Lake, river, stream",,,,,,,,,,,,,,,,,
946,,823,0.13%,1,0,0.00%,0,0.00%,0,0.00%,1,0.30%,"152,737",0.07%,23,0.00%,"152,760",0.05%
,Railroad right of way,,,,,,,,,,,,,,,,,
951,,338,0.05%,1,0,0.00%,1,0.18%,0,0.00%,0,0.00%,"113,911",0.05%,"3,510",0.00%,"117,421",0.04%
,Railroad yard,,,,,,,,,,,,,,,,,
952,,84,0.01%,0,0,0.00%,0,0.00%,0,0.00%,1,0.30%,"6,100",0.00%,"40,100",0.05%,"46,200",0.02%
,"Street, other",,,,,,,,,,,,,,,,,
960,,"15,015",2.37%,13,0,0.00%,7,1.29%,0,0.00%,5,1.52%,"1,584,992",0.74%,"134,221",0.17%,"1,719,213",0.58%
,Page 10 of 11,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,3/5/10 10:12:39 AM,3/5/10 10:12:39 AM,
