Cyprinodon variegatus,Cyprinodon variegatus,Sheepshead minnow,-,,0.2 ± 0.6 (2),0.1 ± 0.4 (2)
Decapods,Decapods,,-,,0.2 ± 0.4 (2),0.1 ± 0.3 (2)
Callinectes sapidus,Callinectes sapidus,Blue crab,-,,0.1 ± 0.3 (1),"
    "
Palaemonetes pugio,Palaemonetes pugio,Daggerblade grass shrimp,-,,0.1 ± 0.3 (1),"
    "
Total Nekton,Total Nekton,,34.0 ± 87.7 (408),34.0 ± 87.7 (408),18.3 ± 23.8 (220),26.2 ± 63.4 (628)
Table 5. Estimated nekton species richness (species richness ± SD) summarized by sampling visit at,Table 5. Estimated nekton species richness (species richness ± SD) summarized by sampling visit at,Table 5. Estimated nekton species richness (species richness ± SD) summarized by sampling visit at,Table 5. Estimated nekton species richness (species richness ± SD) summarized by sampling visit at,Table 5. Estimated nekton species richness (species richness ± SD) summarized by sampling visit at,Table 5. Estimated nekton species richness (species richness ± SD) summarized by sampling visit at,Table 5. Estimated nekton species richness (species richness ± SD) summarized by sampling visit at
GEWA in 2010.,GEWA in 2010.,,,,,
Visit,No. of Stations,Observed No. of Species,Observed No. of Species,Est. Species Richness ± SD,Est. Species Richness ± SD,
1,12,2,,2.0,,
2,12,4,,5.8 ± 1.2,,
1 & 2,12,5,,6.8 ± 1.2,,
Table 6. Average length [mm ± SD (no. measured)] of nekton during each sample visit at GEWA in 2010.,Table 6. Average length [mm ± SD (no. measured)] of nekton during each sample visit at GEWA in 2010.,Table 6. Average length [mm ± SD (no. measured)] of nekton during each sample visit at GEWA in 2010.,Table 6. Average length [mm ± SD (no. measured)] of nekton during each sample visit at GEWA in 2010.,Table 6. Average length [mm ± SD (no. measured)] of nekton during each sample visit at GEWA in 2010.,Table 6. Average length [mm ± SD (no. measured)] of nekton during each sample visit at GEWA in 2010.,Table 6. Average length [mm ± SD (no. measured)] of nekton during each sample visit at GEWA in 2010.
Length data for each species was summarized over all stations sampled during each visit. ‘-‘ indicates,Length data for each species was summarized over all stations sampled during each visit. ‘-‘ indicates,Length data for each species was summarized over all stations sampled during each visit. ‘-‘ indicates,Length data for each species was summarized over all stations sampled during each visit. ‘-‘ indicates,Length data for each species was summarized over all stations sampled during each visit. ‘-‘ indicates,Length data for each species was summarized over all stations sampled during each visit. ‘-‘ indicates,Length data for each species was summarized over all stations sampled during each visit. ‘-‘ indicates
that a species was not present.,that a species was not present.,that a species was not present.,,,,
,,,,Average Length [mm ± SD (no. measured)],Average Length [mm ± SD (no. measured)],Average Length [mm ± SD (no. measured)]
Community/Species,Community/Species,Common Name,Visit 1,Visit 1,Visit 2,Visits 1 & 2
Fish,,,,,,
Cyprinodon variegatus,Cyprinodon variegatus,Sheepshead minnow,-,,38.5 ± 6.4 (2),38.5 ± 6.4 (2)
Fundulus heteroclitus,Fundulus heteroclitus,Common mummichog,23.7 ± 7.8 (45),23.7 ± 7.8 (45),37.6 ± 10.9 (96),33.2 ± 11.9 (141)
Fundulus lucia,Fundulus lucia,Spotfin Killifish,32.1 ± 7.7 (30),32.1 ± 7.7 (30),-,32.1 ± 7.7 (30)
Decapods,Decapods,,,,,
Callinectes sapidus,Callinectes sapidus,Blue crab,-,,44.0 (1),44.0 (1)
Palaemonetes pugio,Palaemonetes pugio,Daggerblade grass shrimp,-,,21.0 (1),21.0 (1)
,,,8,,,
