Name: “Table 1 of 1 on page 31 of 31”,Name: “Table 1 of 1 on page 31 of 31”,Name: “Table 1 of 1 on page 31 of 31”,Name: “Table 1 of 1 on page 31 of 31”,Name: “Table 1 of 1 on page 31 of 31”,Name: “Table 1 of 1 on page 31 of 31”,Name: “Table 1 of 1 on page 31 of 31”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,
,Appendix B: Coordinates for vegetation station locations at,Appendix B: Coordinates for vegetation station locations at,Appendix B: Coordinates for vegetation station locations at,Appendix B: Coordinates for vegetation station locations at,Appendix B: Coordinates for vegetation station locations at,Appendix B: Coordinates for vegetation station locations at
,GEWA in 2010.,GEWA in 2010.,,,,
,"Table B-1. Coordinates for vegetation plot locations sampled at GEWA in 2010, UTM, Zone 18, NAD 83,","Table B-1. Coordinates for vegetation plot locations sampled at GEWA in 2010, UTM, Zone 18, NAD 83,","Table B-1. Coordinates for vegetation plot locations sampled at GEWA in 2010, UTM, Zone 18, NAD 83,","Table B-1. Coordinates for vegetation plot locations sampled at GEWA in 2010, UTM, Zone 18, NAD 83,","Table B-1. Coordinates for vegetation plot locations sampled at GEWA in 2010, UTM, Zone 18, NAD 83,","Table B-1. Coordinates for vegetation plot locations sampled at GEWA in 2010, UTM, Zone 18, NAD 83,"
,meters.,,,,,
,,UTM X,UTM Y,,UTM X,UTM Y
,Plot ID,(east),(north),Plot ID,(east),(north)
,G1V110_2010,332056,4228316,G1V3710_2010,332026,4228370
,G1V1110_2010,332032,4228355,G1V3810_2010,331921,4228341
,G1V1210_2010,332096,4228346,G1V3910_2010,332022,4228381
,G1V1310_2010,332144,4228367,G1V4010_2010,331925,4228234
,G1V1410_2010,332092,4228354,G1V410_2010,331939,4228316
,G1V1610_2010,331843,4228160,G1V4110_2010,331931,4228329
,G1V1710_2010,331932,4228222,G1V4210_2010,331972,4228366
,G1V1810_2010,332057,4228314,G1V4310_2010,332053,4228323
,G1V1910_2010,331892,4228406,G1V4410_2010,331985,4228342
,G1V2010_2010,332051,4228320,G1V4510_2010,331919,4228246
,G1V210_2010,332184,4228401,G1V4610_2010,331986,4228331
,G1V2210_2010,331910,4228368,G1V4710_2010,331977,4228357
,G1V2310_2010,331981,4228346,G1V4810_2010,331913,4228361
,G1V2410_2010,332105,4228332,G1V4910_2010,331980,4228351
,G1V2510_2010,332027,4228368,G1V5010_2010,331943,4228311
*,G1V2610_2010,331888,4228301,G1V510_2010,331850,4228165
,G1V2710_2010,332094,4228351,G1V5110_2010,332098,4228349
,G1V2810_2010,332087,4228366,G1V5210_2010,331988,4228330
,G1V2910_2010,332189,4228391,G1V5310_2010,331979,4228357
,G1V3010_2010,332047,4228330,G1V5410_2010,331940,4228207
,G1V310_2010,331991,4228324,G1V5610_2010,332096,4228350
,G1V3210_2010,331845,4228170,G1V5810_2010,331909,4228260
,G1V3310_2010,331911,4228366,G1V610_2010,332182,4228403
,G1V3510_2010,332094,4228353,G1V810_2010,331997,4228315
,G1V3610_2010,332179,4228407,G1V910_2010,332035,4228354
,,,,17,,
