Tally,,,,,
Report Parameters:,Report Parameters:,,,,
Report Period:,1/1/05 - 12/31/05,Version: Both,Status: All,Released: All,
Report Filters:,No Filters Applied,,,,
,"NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)",
State:,VA,,,,
Report FDIDs:,All,,,,
Page 1 of 11,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,5/29/06 6:45:23 PM
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/05 - 12/31/05,1/1/05 - 12/31/05,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,"Property Use, other",,,,,,,,,,,,,,,,,
000,,"3,587",0.68%,18,3,2.65%,4,0.76%,0,0.00%,2,0.65%,"1,655,258",0.38%,"134,164",0.01%,"1,789,422",0.12%
,"Assembly, other",,,,,,,,,,,,,,,,,
100,,918,0.17%,0,0,0.00%,1,0.19%,0,0.00%,0,0.00%,"426,501",0.10%,1,0.00%,"426,502",0.03%
,Fixed use recreation,,,,,,,,,,,,,,,,,
110,"places, other",542,0.10%,0,0,0.00%,0,0.00%,0,0.00%,2,0.65%,"5,400",0.00%,600,0.00%,"6,000",0.00%
,Bowling alley,,,,,,,,,,,,,,,,,
111,,92,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"156,000",0.04%,"1,000",0.00%,"157,000",0.01%
,"Billiard center, pool hall",,,,,,,,,,,,,,,,,
112,,39,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"40,000",0.01%,0,0.00%,"40,000",0.00%
,Electronic amusement,,,,,,,,,,,,,,,,,
113,center,36,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Ice rink: indoor, outdoor",,,,,,,,,,,,,,,,,
