Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”,Name: “Table 1 of 1 on page 2 of 11”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/05 - 12/31/05,1/1/05 - 12/31/05,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,"Property Use, other",,,,,,,,,,,,,,,,,
000,,"3,587",0.68%,18,3,2.65%,4,0.76%,0,0.00%,2,0.65%,"1,655,258",0.38%,"134,164",0.01%,"1,789,422",0.12%
,"Assembly, other",,,,,,,,,,,,,,,,,
100,,918,0.17%,0,0,0.00%,1,0.19%,0,0.00%,0,0.00%,"426,501",0.10%,1,0.00%,"426,502",0.03%
,Fixed use recreation,,,,,,,,,,,,,,,,,
110,"places, other",542,0.10%,0,0,0.00%,0,0.00%,0,0.00%,2,0.65%,"5,400",0.00%,600,0.00%,"6,000",0.00%
,Bowling alley,,,,,,,,,,,,,,,,,
111,,92,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"156,000",0.04%,"1,000",0.00%,"157,000",0.01%
,"Billiard center, pool hall",,,,,,,,,,,,,,,,,
112,,39,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"40,000",0.01%,0,0.00%,"40,000",0.00%
,Electronic amusement,,,,,,,,,,,,,,,,,
113,center,36,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Ice rink: indoor, outdoor",,,,,,,,,,,,,,,,,
114,,94,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Roller rink: indoor or,,,,,,,,,,,,,,,,,
115,outdoor,68,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Swimming facility:,,,,,,,,,,,,,,,,,
116,indoor or outdoor,398,0.08%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"12,000",0.00%,"5,000",0.00%,"17,000",0.00%
,Variable use,,,,,,,,,,,,,,,,,
120,"amusement, recreation",329,0.06%,0,0,0.00%,1,0.19%,0,0.00%,0,0.00%,400,0.00%,0,0.00%,400,0.00%
,places,,,,,,,,,,,,,,,,,
,"Ballroom, gymnasium",,,,,,,,,,,,,,,,,
121,,208,0.04%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"5,000",0.00%,0,0.00%,"5,000",0.00%
,"Convention center,",,,,,,,,,,,,,,,,,
122,exhibition hall,204,0.04%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Stadium, arena",,,,,,,,,,,,,,,,,
123,,458,0.09%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Playground,,,,,,,,,,,,,,,,,
124,,327,0.06%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"12,896",0.00%,"40,501",0.00%,"53,397",0.00%
,Amusement center:,,,,,,,,,,,,,,,,,
129,indoor/outdoor,284,0.05%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,302,0.00%,2,0.00%,304,0.00%
,"Places of worship,",,,,,,,,,,,,,,,,,
130,funeral parlors,252,0.05%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"1,050",0.00%,75,0.00%,"1,125",0.00%
,Page 2 of 11,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,5/29/06 6:45:38 PM,5/29/06 6:45:38 PM,
