Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”,Name: “Table 1 of 1 on page 10 of 11”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/05 - 12/31/05,1/1/05 - 12/31/05,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,Tunnel,,,,,,,,,,,,,,,,,
922,,164,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"3,005",0.00%,5,0.00%,"3,010",0.00%
,"Outbuilding, protective",,,,,,,,,,,,,,,,,
926,shelter,221,0.04%,6,1,0.88%,1,0.19%,0,0.00%,1,0.33%,"316,352",0.07%,"172,277",0.02%,"488,629",0.03%
,Open land or field,,,,,,,,,,,,,,,,,
931,,"5,183",0.98%,9,1,0.88%,4,0.76%,0,0.00%,1,0.33%,"1,091,199",0.25%,"30,114",0.00%,"1,121,313",0.07%
,Campsite with utilities,,,,,,,,,,,,,,,,,
935,,155,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"28,800",0.01%,"1,000",0.00%,"29,800",0.00%
,Vacant lot,,,,,,,,,,,,,,,,,
936,,"1,182",0.22%,0,1,0.88%,2,0.38%,0,0.00%,1,0.33%,"267,915",0.06%,"14,901",0.00%,"282,816",0.02%
,Beach,,,,,,,,,,,,,,,,,
937,,212,0.04%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Graded and cared-for,,,,,,,,,,,,,,,,,
938,plots of land,"2,067",0.39%,3,0,0.00%,1,0.19%,0,0.00%,1,0.33%,"145,394",0.03%,"13,474",0.00%,"158,868",0.01%
,"Water area, other",,,,,,,,,,,,,,,,,
940,,368,0.07%,0,0,0.00%,1,0.19%,0,0.00%,2,0.65%,"35,450",0.01%,"2,350",0.00%,"37,800",0.00%
,"Open ocean, sea or tidal",,,,,,,,,,,,,,,,,
941,waters,125,0.02%,0,0,0.00%,1,0.19%,0,0.00%,0,0.00%,"596,500",0.14%,"1,500",0.00%,"598,000",0.04%
,"Lake, river, stream",,,,,,,,,,,,,,,,,
946,,509,0.10%,0,2,1.77%,0,0.00%,0,0.00%,0,0.00%,"12,800",0.00%,"3,500",0.00%,"16,300",0.00%
,Railroad right of way,,,,,,,,,,,,,,,,,
951,,315,0.06%,3,0,0.00%,0,0.00%,0,0.00%,1,0.33%,"2,055,389",0.47%,"10,503",0.00%,"2,065,892",0.14%
,Railroad yard,,,,,,,,,,,,,,,,,
952,,129,0.02%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"10,562",0.00%,251,0.00%,"10,813",0.00%
,"Street, other",,,,,,,,,,,,,,,,,
960,,"14,649",2.78%,4,3,2.65%,14,2.67%,0,0.00%,2,0.65%,"1,324,032",0.30%,"194,385",0.02%,"1,518,417",0.10%
,Highway or divided,,,,,,,,,,,,,,,,,
961,highway,"34,135",6.48%,6,24,21.24%,47,8.95%,0,0.00%,20,6.54%,"6,475,693",1.49%,"1,001,176,731",92.71%,"1,007,652,424",66.55%
,"Residential street, road",,,,,,,,,,,,,,,,,
962,or residential driveway,"32,462",6.16%,37,13,11.50%,36,6.86%,0,0.00%,5,1.63%,"4,388,091",1.01%,"302,634",0.03%,"4,690,725",0.31%
,Street or road in,,,,,,,,,,,,,,,,,
963,commercial area,"9,613",1.82%,1,0,0.00%,5,0.95%,0,0.00%,6,1.96%,"528,680",0.12%,"64,179",0.01%,"592,859",0.04%
,Page 10 of 11,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,5/29/06 7:12:27 PM,5/29/06 7:12:27 PM,
