Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”,Name: “Table 1 of 1 on page 11 of 11”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Property Use,Property Use,Property Use,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/05 - 12/31/05,1/1/05 - 12/31/05,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,Vehicle parking area,,,,,,,,,,,,,,,,,
965,,"11,077",2.10%,53,1,0.88%,5,0.95%,0,0.00%,6,1.96%,"2,625,034",0.60%,"238,212",0.02%,"2,863,246",0.19%
,Aircraft runway,,,,,,,,,,,,,,,,,
972,,275,0.05%,0,0,0.00%,0,0.00%,0,0.00%,1,0.33%,"5,000",0.00%,0,0.00%,"5,000",0.00%
,Aircraft taxi-way,,,,,,,,,,,,,,,,,
973,,141,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,250,0.00%,0,0.00%,250,0.00%
,Aircraft loading area,,,,,,,,,,,,,,,,,
974,,639,0.12%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,500,0.00%,0,0.00%,500,0.00%
,Construction site,,,,,,,,,,,,,,,,,
981,,637,0.12%,1,1,0.88%,1,0.19%,0,0.00%,1,0.33%,"257,202",0.06%,903,0.00%,"258,105",0.02%
,Oil or gas field,,,,,,,,,,,,,,,,,
982,,5,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,"Pipeline, power line or",,,,,,,,,,,,,,,,,
983,other utility right of way,383,0.07%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"52,602",0.01%,"60,001",0.01%,"112,603",0.01%
,Industrial plant yard -,,,,,,,,,,,,,,,,,
984,area,143,0.03%,0,0,0.00%,1,0.19%,0,0.00%,0,0.00%,"37,000",0.01%,1,0.00%,"37,001",0.00%
,None,,,,,,,,,,,,,,,,,
NNN,,"16,306",3.09%,0,5,4.42%,13,2.48%,0,0.00%,4,1.31%,"1,889,743",0.44%,"412,036",0.04%,"2,301,779",0.15%
,Undetermined,,,,,,,,,,,,,,,,,
UUU,,"9,126",1.73%,9,1,0.88%,4,0.76%,0,0.00%,2,0.65%,"1,724,248",0.40%,"9,937",0.00%,"1,734,185",0.11%
Totals,,"526,963",100.00%,433,113,100.00%,525,100.00%,0,100.00%,306,100.00%,"434,190,759 100.00%","434,190,759 100.00%","1,079,938,168",100.00%,"1,514,128,927",100.00%
Mutual Aid Given Incidents,Mutual Aid Given Incidents,"16,623",,,,,,,,,,,,,,,,
,Page 11 of 11,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,5/29/06 7:20:22 PM,5/29/06 7:20:22 PM,
