Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”,Name: “Table 1 of 1 on page 78 of 83”
Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
64000,Galax Vol. Fire Department,Galax Vol. Fire Department,,,,,,,,,,,
Count,23,28,35,32,20,24,22,24,11,18,23,28,288
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,6,1,1,2,6,4,5,6,1,2,5,39
65000,Administration,,,,,,,,,,,,
Count,"1,704","1,882","2,209","1,815","1,861","1,958","1,989","1,891","1,889","1,933","1,825","1,767","22,723"
Exposures,4,0,0,0,1,0,0,2,1,4,2,1,15
Aid Given,12,5,5,8,3,9,7,5,3,2,5,6,70
66000,Harrisonburg Fire Department,Harrisonburg Fire Department,Harrisonburg Fire Department,,,,,,,,,,
Count,361,397,330,365,320,327,289,349,390,418,302,340,"4,188"
Exposures,0,1,1,5,2,0,0,2,4,4,4,0,23
Aid Given,2,14,11,11,8,7,19,12,8,3,14,15,124
67000,Hopewell Fire Dept.,Hopewell Fire Dept.,,,,,,,,,,,
Count,308,276,282,276,252,245,259,261,265,266,246,282,"3,218"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,8,9,2,3,8,6,3,6,9,2,6,70
67800,Lexington Fire Department,Lexington Fire Department,,,,,,,,,,,
Count,0,0,3,8,0,0,3,4,4,1,0,0,23
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,5,0,0,2,1,1,0,0,0,9
68000,Lynchburg Fire Department,Lynchburg Fire Department,,,,,,,,,,,
Count,515,517,507,480,462,531,530,512,481,507,470,540,"6,052"
Exposures,2,0,2,0,0,0,0,0,0,0,0,0,4
Aid Given,4,6,0,2,2,2,3,0,0,3,0,1,23
Page 78 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:11:02 AM
