Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”,Name: “Table 1 of 1 on page 26 of 83”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06303,Floyd Co. Vol. Fire Dept. #3,Floyd Co. Vol. Fire Dept. #3,,,,,,,,,,,
Count,6,18,7,7,6,7,9,7,6,12,10,6,101
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,1,1,2,2,0,1,0,1,0,10
06304,Floyd Co. Vol. Fire Dept. #4,Floyd Co. Vol. Fire Dept. #4,,,,,,,,,,,
Count,2,2,4,7,3,3,4,8,0,2,1,3,39
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,3,0,2,0,0,1,0,1,1,2,12
06700,Frankllin County Emerg Srvs.,Frankllin County Emerg Srvs.,Frankllin County Emerg Srvs.,,,,,,,,,,
Count,17,7,6,10,3,8,43,38,20,0,0,0,152
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
Aid Given,1,3,2,1,1,1,25,15,8,0,0,0,57
06701,Boones Mill Vol. Fire Dept.,Boones Mill Vol. Fire Dept.,,,,,,,,,,,
Count,19,19,10,10,15,10,16,22,8,7,13,10,159
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
06702,BURNT CHIMNEY VOL. FIRE DEPT.,BURNT CHIMNEY VOL. FIRE DEPT.,BURNT CHIMNEY VOL. FIRE DEPT.,,,,,,,,,,
Count,0,6,16,9,7,4,0,0,3,11,4,5,65
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,5,9,1,12,8,9,8,1,9,6,69
06703,CALLAWAY VOL. FIRE DEPT.,CALLAWAY VOL. FIRE DEPT.,CALLAWAY VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,5,7,4,16
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,3,2,5
Page 26 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:35 AM
