Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”,Name: “Table 1 of 1 on page 50 of 83”
Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
13702,GORDONSVILLE VOL. FIRE DEPT.,GORDONSVILLE VOL. FIRE DEPT.,GORDONSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,14,12,10,10,10,8,1,0,0,0,0,0,65
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,30,26,11,13,17,5,0,0,1,0,0,118
13703,LAKE OF THE WOODS VOL. FIRE,LAKE OF THE WOODS VOL. FIRE,LAKE OF THE WOODS VOL. FIRE,,,,,,,,,,
Count,37,42,9,27,41,43,27,28,30,29,35,28,376
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,9,2,5,4,6,6,2,4,4,5,7,58
13705,ORANGE VOL. FIRE CO.,ORANGE VOL. FIRE CO.,,,,,,,,,,,
Count,50,72,49,46,45,69,53,60,50,42,36,42,614
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,20,24,12,12,14,15,10,16,10,7,14,15,169
13901,LURAY VOL. FIRE DEPT.,LURAY VOL. FIRE DEPT.,,,,,,,,,,,
Count,36,33,35,6,1,0,1,0,0,0,3,2,117
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,5,2,0,0,0,0,0,0,0,0,0,9
13902,SHENANDOAH VOL. FIRE DEPT.,SHENANDOAH VOL. FIRE DEPT.,SHENANDOAH VOL. FIRE DEPT.,,,,,,,,,,
Count,15,25,16,19,13,16,28,13,14,13,24,22,218
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,12,6,8,4,2,1,9,4,2,9,8,66
13903,STANLEY VOL. FIRE DEPT.,STANLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,40,42,42,31,45,58,35,35,32,45,32,40,477
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,8,1,6,5,2,0,3,2,1,4,3,36
Page 50 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:48 AM
