Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”,Name: “Table 1 of 1 on page 61 of 83”
Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
16307,SOUTH RIVER VOLUNTEER FIRE,SOUTH RIVER VOLUNTEER FIRE,SOUTH RIVER VOLUNTEER FIRE,,,,,,,,,,
Count,31,31,32,37,26,50,35,31,11,28,34,28,374
Exposures,0,0,2,0,0,0,0,0,0,0,0,0,2
Aid Given,9,9,7,5,15,7,13,10,9,11,10,9,114
16309,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,,,,,,,,,,
Count,21,35,34,27,37,42,37,29,36,25,27,28,378
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,5,5,3,2,4,1,3,4,10,3,6,51
16500,Headquarters Rockingham County,Headquarters Rockingham County,Headquarters Rockingham County,,,,,,,,,,
Count,56,62,64,58,70,67,65,96,86,72,55,64,815
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,20,28,11,18,6,4,3,9,6,7,10,21,143
16501,SINGERS GLEN VOL. FIRE CO.,SINGERS GLEN VOL. FIRE CO.,SINGERS GLEN VOL. FIRE CO.,,,,,,,,,,
Count,0,5,15,8,12,15,7,14,17,8,14,19,134
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,1,2,2,0,2,4,4,1,2,19
16502,BERGTON VOL. FIRE CO.,BERGTON VOL. FIRE CO.,,,,,,,,,,,
Count,0,0,0,0,6,6,6,3,3,9,6,10,49
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,0,0,0,2,0,0,3
16503,Elkton Fire Company,Elkton Fire Company,,,,,,,,,,,
Count,57,51,27,54,38,17,40,28,17,9,17,23,378
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,24,16,29,9,16,17,15,15,24,11,18,208
Page 61 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:54 AM
