Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”,Name: “Table 1 of 1 on page 32 of 83”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
07702,FRIES VOL. FIRE DEPT.,FRIES VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,0,0,1,0,0,0,0,0,5,9,0,15
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
07703,INDEPENDENCE VOL. FIRE DEPT.,INDEPENDENCE VOL. FIRE DEPT.,INDEPENDENCE VOL. FIRE DEPT.,,,,,,,,,,
Count,9,12,14,9,11,7,3,3,4,10,8,4,94
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,0,0,0,0,1,0,2
07706,RUGBY FIRE DEPT.,RUGBY FIRE DEPT.,,,,,,,,,,,
Count,0,2,3,1,3,2,3,5,3,4,3,6,35
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,1,1,0,0,1,0,0,0,1,6
07901,RUCKERSVILLE VOL. FIRE DEPT.,RUCKERSVILLE VOL. FIRE DEPT.,RUCKERSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,47,37,37,30,45,49,40,41,22,33,23,47,451
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,9,15,3,0,2,6,7,7,7,13,2,82
07903,"DYKE VOL. FIRE DEPT., INC.","DYKE VOL. FIRE DEPT., INC.","DYKE VOL. FIRE DEPT., INC.",,,,,,,,,,
Count,3,4,4,1,3,8,6,4,3,2,1,3,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,9,11,6,8,4,2,12,9,9,9,4,95
08301,CLOVER VOL. FIRE DEPT.,CLOVER VOL. FIRE DEPT.,,,,,,,,,,,
Count,8,12,10,8,11,11,15,10,16,13,4,6,124
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,3,0,0,0,1,1,0,1,0,8
Page 32 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:37 AM
