Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”,Name: “Table 1 of 1 on page 40 of 83”
Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
10503,PENNINGTON GAP VOL. FIRE,PENNINGTON GAP VOL. FIRE,PENNINGTON GAP VOL. FIRE,,,,,,,,,,
Count,9,5,10,6,5,3,3,3,10,6,7,6,73
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,2,2,0,1,0,1,0,2,1,3,14
10504,Thomas Walker Vol Fire Dept #1,Thomas Walker Vol Fire Dept #1,Thomas Walker Vol Fire Dept #1,,,,,,,,,,
Count,4,1,5,6,6,2,5,3,4,2,0,5,43
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,1,0,0,0,0,1,3
10505,DRYDEN VOL. FIRE DEPT.,DRYDEN VOL. FIRE DEPT.,,,,,,,,,,,
Count,1,1,2,6,2,1,2,1,0,4,2,3,25
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,3,0,1,1,0,0,0,0,0,1,7
10508,Thomas Walker Vol Fire Dept #2,Thomas Walker Vol Fire Dept #2,Thomas Walker Vol Fire Dept #2,,,,,,,,,,
Count,1,0,0,2,2,0,1,0,1,1,0,2,10
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,3,1,1,0,0,0,0,1,0,3,9
10511,BLACKWATER VOL. FIRE DEPT.,BLACKWATER VOL. FIRE DEPT.,BLACKWATER VOL. FIRE DEPT.,,,,,,,,,,
Count,1,0,1,9,0,1,1,0,0,0,0,0,13
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
10512,JASPER VOL. FIRE DEPT.,JASPER VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,1,4,4,1,1,0,0,0,0,0,0,11
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,1,0,0,0,0,0,0,0,0,2
Page 40 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:40 AM
