Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”,Name: “Table 1 of 1 on page 28 of 83”
Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06710,SNOW CREEK VOL. FIRE DEPT.,SNOW CREEK VOL. FIRE DEPT.,SNOW CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,5,6,2,3,6,4,3,5,5,3,4,2,48
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,1,0,1,2,2,1,0,1,1,0,14
06900,Frederick County Fire and Resc,Frederick County Fire and Resc,Frederick County Fire and Resc,,,,,,,,,,
Count,32,28,14,19,30,34,91,86,76,87,64,70,631
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,40,42,29,45,31,59,51,30,32,35,32,22,448
06911,Stephens City,,,,,,,,,,,,
Count,162,191,151,147,128,157,129,183,159,172,146,184,"1,909"
Exposures,0,0,0,2,0,0,0,0,0,0,0,0,2
Aid Given,9,9,12,12,8,13,5,7,9,9,7,5,105
06912,Middletown,,,,,,,,,,,,
Count,26,21,18,16,26,32,24,28,24,35,37,39,326
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,42,63,41,32,40,54,35,49,38,29,40,44,507
06913,Clearbrook,,,,,,,,,,,,
Count,86,86,74,83,70,100,79,56,64,68,50,41,857
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,14,14,12,11,21,9,12,4,13,2,4,131
06914,GORE VOL. FIRE DEPT.,GORE VOL. FIRE DEPT.,,,,,,,,,,,
Count,17,11,8,13,6,24,6,15,9,6,6,16,137
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,21,16,7,11,8,15,1,4,2,3,12,5,105
Page 28 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:36 AM
