Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”,Name: “Table 1 of 1 on page 77 of 83”
Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
59000,Danville Fire Department,Danville Fire Department,,,,,,,,,,,
Count,467,419,420,404,435,434,446,396,389,437,457,443,"5,147"
Exposures,2,0,3,2,3,1,0,0,0,0,0,0,11
Aid Given,0,1,0,0,0,0,0,0,0,0,0,0,1
59500,Emporia Fire Department,Emporia Fire Department,,,,,,,,,,,
Count,29,28,44,29,28,22,35,31,22,18,33,22,341
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,1,0,1,0,2,0,1,0,1,8
60000,FAIRFAX CITY FIRE DEPARTMENT,FAIRFAX CITY FIRE DEPARTMENT,FAIRFAX CITY FIRE DEPARTMENT,,,,,,,,,,
Count,238,214,227,276,246,274,226,228,200,260,231,231,"2,851"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,52,63,78,81,79,83,79,45,70,76,43,63,812
62000,Franklin Fire & Rescue Dept.,Franklin Fire & Rescue Dept.,Franklin Fire & Rescue Dept.,,,,,,,,,,
Count,43,47,85,30,54,36,39,45,43,0,0,57,479
Exposures,0,1,0,0,0,0,0,0,0,0,0,1,2
Aid Given,6,7,5,3,4,6,2,2,3,0,0,7,45
62001,HUNTERDALE VOL FIRE DEPT,HUNTERDALE VOL FIRE DEPT,HUNTERDALE VOL FIRE DEPT,,,,,,,,,,
Count,7,4,7,6,4,11,4,8,8,2,2,7,70
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,26,40,27,7,21,19,18,27,26,32,30,45,318
63000,Fredericksburg Fire Department,Fredericksburg Fire Department,Fredericksburg Fire Department,,,,,,,,,,
Count,209,196,237,215,241,291,246,208,247,248,237,228,"2,803"
Exposures,0,0,0,0,0,0,1,0,0,0,0,0,1
Aid Given,10,14,28,22,19,19,20,28,21,9,11,6,207
Page 77 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:11:02 AM
