Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”,Name: “Table 1 of 1 on page 54 of 83”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
14311,CHATHAM,,,,,,,,,,,,
Count,20,18,23,13,15,21,21,20,21,24,19,16,231
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,4,3,1,3,3,5,2,2,2,6,1,32
14312,GRETNA,,,,,,,,,,,,
Count,23,36,19,22,21,31,15,15,14,21,19,12,248
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,9,7,8,5,3,5,0,4,4,2,0,54
14313,BROSVILLE COMMUNITY,BROSVILLE COMMUNITY,,,,,,,,,,,
Count,38,47,45,52,52,43,60,49,46,45,57,55,589
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,6,2,3,7,5,3,3,0,6,3,5,46
14314,COOL BRANCH Volunteer Fire Co,COOL BRANCH Volunteer Fire Co,COOL BRANCH Volunteer Fire Co,,,,,,,,,,
Count,6,17,10,3,6,7,0,0,0,0,0,0,49
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,4,1,3,5,0,0,0,0,0,0,0,13
14315,Blairs Vol. Fire Department,Blairs Vol. Fire Department,,,,,,,,,,,
Count,57,61,54,37,45,46,79,49,0,0,0,60,488
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,3,0,2,0,4,1,0,0,0,3,21
14316,CALLANDS,,,,,,,,,,,,
Count,6,7,10,9,7,10,9,7,4,6,10,6,91
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,1,1,0,1,0,0,0,0,0,0,7
Page 54 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:51 AM
