Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”,Name: “Table 1 of 1 on page 71 of 83”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
18703,SOUTH WARREN VOL. FIRE DEPT.,SOUTH WARREN VOL. FIRE DEPT.,SOUTH WARREN VOL. FIRE DEPT.,,,,,,,,,,
Count,22,19,14,17,19,34,26,13,10,10,4,23,211
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,6,14,4,12,3,3,7,6,0,0,0,4,59
18704,SHENANDOAH SHORES FIRE,SHENANDOAH SHORES FIRE,SHENANDOAH SHORES FIRE,,,,,,,,,,
Count,5,8,3,5,3,1,5,3,1,9,2,12,57
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,5,8,9,4,5,4,2,0,3,10,11,70
18705,FORTSMOUTH FIRE DEPT.,FORTSMOUTH FIRE DEPT.,,,,,,,,,,,
Count,6,12,9,13,12,10,12,15,11,8,18,23,149
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,12,9,12,2,8,6,15,9,16,10,16,126
18706,LINDEN VOL. FIRE DEPT.,LINDEN VOL. FIRE DEPT.,,,,,,,,,,,
Count,22,23,38,28,34,31,28,12,13,18,5,22,274
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,25,29,27,22,16,22,21,27,19,16,3,15,242
18707,N. WARREN CO FIRE & RESCUE,N. WARREN CO FIRE & RESCUE,N. WARREN CO FIRE & RESCUE,,,,,,,,,,
Count,27,26,30,20,18,31,22,20,25,24,16,12,271
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,17,19,19,23,12,22,16,21,13,25,41,22,250
19104,GLADE SPRING VOL. FIRE DEPT.,GLADE SPRING VOL. FIRE DEPT.,GLADE SPRING VOL. FIRE DEPT.,,,,,,,,,,
Count,11,9,8,3,12,19,14,8,12,8,6,14,124
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,4,2,2,0,0,0,0,0,2,1,11
Page 71 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:59 AM
