Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”,Name: “Table 1 of 1 on page 36 of 83”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
08510,CHICKAHOMINY FIRE DEPT.,CHICKAHOMINY FIRE DEPT.,CHICKAHOMINY FIRE DEPT.,,,,,,,,,,
Count,67,70,66,65,48,87,77,78,72,0,58,60,748
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,25,17,23,16,21,26,19,23,9,0,15,16,210
08511,FARRINGTON FIRE DEPARTMENT,FARRINGTON FIRE DEPARTMENT,FARRINGTON FIRE DEPARTMENT,,,,,,,,,,
Count,34,38,20,27,37,41,35,31,24,28,29,30,374
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,8,9,8,6,5,4,6,6,0,4,3,64
08512,BLACK CREEK FIRE DEPT.,BLACK CREEK FIRE DEPT.,,,,,,,,,,,
Count,15,18,28,24,15,32,31,22,16,21,16,24,262
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,20,16,22,18,17,18,15,23,18,10,9,12,198
08700,HENRICO DIVISION OF FIRE,HENRICO DIVISION OF FIRE,HENRICO DIVISION OF FIRE,,,,,,,,,,
Count,"3,175","3,251","3,163","3,184","3,269","3,218","3,041","3,063","3,103","3,146","2,888","2,997","37,498"
Exposures,16,2,1,1,1,1,1,4,2,1,1,0,31
Aid Given,11,13,15,17,7,16,22,17,23,15,15,16,187
08900,Henry County Public Safety,Henry County Public Safety,,,,,,,,,,,
Count,0,1,0,0,0,0,0,0,0,0,0,0,1
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,5,7,2,5,3,2,3,2,2,2,0,40
08901,AXTON VOL. FIRE DEPT.,AXTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,8,10,15,8,3,13,11,8,8,8,7,9,108
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,6,5,1,2,0,5,1,1,1,0,2,27
Page 36 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:39 AM
