Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”,Name: “Table 1 of 1 on page 38 of 83”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
09301,Carrollton Vol. Fire Dept.,Carrollton Vol. Fire Dept.,,,,,,,,,,,
Count,55,65,80,66,79,66,78,67,62,83,74,66,841
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,5,1,1,4,4,2,1,4,2,3,2,31
09303,Smithfield Vol. Fire Dept.,Smithfield Vol. Fire Dept.,,,,,,,,,,,
Count,53,58,49,32,44,52,56,59,36,40,49,53,581
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,2,3,6,1,4,1,2,2,0,1,28
09305,Rushmere Vol. Fire Dept.,Rushmere Vol. Fire Dept.,,,,,,,,,,,
Count,3,7,3,4,1,3,9,2,5,3,2,3,45
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,9,4,1,4,3,1,7,4,5,1,2,44
09500,James City Co. Fire Department,James City Co. Fire Department,James City Co. Fire Department,,,,,,,,,,
Count,595,576,695,606,694,640,682,654,677,608,581,587,"7,595"
Exposures,2,0,0,0,0,4,0,0,0,0,0,0,6
Aid Given,50,62,48,36,54,52,74,60,57,73,45,60,671
09702,LOWER KING & QUEEN VFD,LOWER KING & QUEEN VFD,LOWER KING & QUEEN VFD,,,,,,,,,,
Count,2,13,5,4,7,5,9,8,3,6,3,7,72
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,2,1,1,0,3,3,1,0,0,13
09900,KING GEORGE EMERGENCY,KING GEORGE EMERGENCY,KING GEORGE EMERGENCY,,,,,,,,,,
Count,79,119,100,79,91,99,85,72,75,56,65,72,992
Exposures,0,0,3,0,0,1,1,0,0,0,0,0,5
Aid Given,5,4,12,2,3,14,1,6,4,6,4,7,68
Page 38 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:39 AM
