Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”,Name: “Table 1 of 1 on page 25 of 83”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06108,Goldvein Fire Dept,Goldvein Fire Dept,,,,,,,,,,,
Count,7,16,8,2,1,0,0,1,1,0,2,12,50
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,1,3,5
06110,New Baltimore Fire and Rescue,New Baltimore Fire and Rescue,New Baltimore Fire and Rescue,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,0,2,0,2
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
06111,Orlean Fire and Rescue Dept,Orlean Fire and Rescue Dept,Orlean Fire and Rescue Dept,,,,,,,,,,
Count,10,7,7,11,9,13,7,3,8,3,4,7,89
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,2,0,0,2,1,0,0,1,0,0,10
06113,Lois Fire Dept,,,,,,,,,,,,
Count,35,33,34,35,39,38,31,34,32,18,35,22,386
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,12,14,6,9,6,7,6,3,0,7,7,86
06301,Floyd Co. Vol. Fire Dept. #1,Floyd Co. Vol. Fire Dept. #1,,,,,,,,,,,
Count,12,18,15,14,14,12,14,14,14,8,6,7,148
Exposures,0,0,0,0,0,1,0,0,0,0,0,0,1
Aid Given,0,6,3,0,0,0,1,0,1,1,1,1,14
06302,Floyd Co. Vol. Fire Dept. #2,Floyd Co. Vol. Fire Dept. #2,,,,,,,,,,,
Count,2,9,6,1,7,7,5,9,5,4,7,10,72
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,7,7,7,0,1,1,4,2,2,2,0,36
Page 25 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:34 AM
