Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”,Name: “Table 1 of 1 on page 62 of 83”
Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
16505,Broadway Vol. Fire Dept.,Broadway Vol. Fire Dept.,,,,,,,,,,,
Count,0,0,0,0,41,40,45,39,29,44,36,47,321
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,2,6,6,0,3,7,4,29
16506,TIMBERVILLE VOL. FIRE DEPT.,TIMBERVILLE VOL. FIRE DEPT.,TIMBERVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,16,20,14,17,11,19,6,5,7,16,19,17,167
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,8,6,6,4,5,4,1,6,6,6,12,70
16508,MCGAHEYSVILLE VOL. FIRE,MCGAHEYSVILLE VOL. FIRE,MCGAHEYSVILLE VOL. FIRE,,,,,,,,,,
Count,0,0,0,1,42,55,60,67,49,67,41,74,456
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,17,17,8,10,10,13,12,10,97
16515,Bridgewater Fire Company,Bridgewater Fire Company,,,,,,,,,,,
Count,60,88,59,70,63,61,78,74,50,67,52,61,783
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,10,19,11,5,7,9,13,13,8,9,6,118
16517,Cloverhill Fire and Rescue,Cloverhill Fire and Rescue,,,,,,,,,,,
Count,27,38,28,30,38,33,26,33,28,34,36,35,386
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,5,3,4,3,2,6,5,2,3,3,4,42
16520,Grottoes Fire Company,Grottoes Fire Company,,,,,,,,,,,
Count,31,43,49,28,55,59,58,48,33,40,46,54,544
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
Aid Given,7,8,6,6,5,9,5,11,6,6,12,5,86
Page 62 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:54 AM
