Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”,Name: “Table 1 of 1 on page 11 of 83”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
01912,Shady Grove Vol. Fire & Rescue,Shady Grove Vol. Fire & Rescue,Shady Grove Vol. Fire & Rescue,,,,,,,,,,
Count,16,19,17,16,12,11,12,18,12,9,20,16,178
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,1,0,0,0,1,3,0,0,2,11
02101,BLAND CO. VOL. FIRE DEPT.,BLAND CO. VOL. FIRE DEPT.,BLAND CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,2,1,2,3,3,1,2,1,4,0,1,6,26
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,1,0,1,0,0,0,0,0,0,1,6
02102,CERES VOL. FIRE DEPT.,CERES VOL. FIRE DEPT.,,,,,,,,,,,
Count,1,1,0,2,0,0,0,0,0,0,1,0,5
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,1,1
02103,ROCKY GAP VOL. FIRE DEPT.,ROCKY GAP VOL. FIRE DEPT.,ROCKY GAP VOL. FIRE DEPT.,,,,,,,,,,
Count,1,2,0,2,1,0,0,1,0,2,3,2,14
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
02105,HOLLYBROOK-MECHANICSBURG,HOLLYBROOK-MECHANICSBURG,HOLLYBROOK-MECHANICSBURG,,,,,,,,,,
Count,0,2,4,0,0,0,0,0,0,1,0,0,7
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,0,0,0,0,0,0,1
02106,Little Creek Vol. Fire Dept.,Little Creek Vol. Fire Dept.,,,,,,,,,,,
Count,0,2,0,0,1,0,0,0,0,0,0,1,4
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,0,0,0,0,0,0,1
Page 11 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:29 AM
