Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”,Name: “Table 1 of 1 on page 2 of 83”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
00101,NEW CHURCH VOL. FIRE DEPT.,NEW CHURCH VOL. FIRE DEPT.,NEW CHURCH VOL. FIRE DEPT.,,,,,,,,,,
Count,7,5,10,14,7,9,14,13,5,4,11,13,112
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,5,3,8,6,4,4,3,5,6,5,9,60
00102,GREENBACKVILLE VOL. FIRE,GREENBACKVILLE VOL. FIRE,GREENBACKVILLE VOL. FIRE,,,,,,,,,,
Count,4,2,6,6,3,1,2,1,4,4,5,6,44
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,1,2,5,4,5,5,4,3,5,2,3,45
00103,CHINCOTEAGUE VOL. FIRE DEPT.,CHINCOTEAGUE VOL. FIRE DEPT.,CHINCOTEAGUE VOL. FIRE DEPT.,,,,,,,,,,
Count,4,3,5,4,11,1,4,3,2,3,4,0,44
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,1,0,0,0,0,0,0,2
00104,ATLANTIC VOL. FIRE DEPT.,ATLANTIC VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,9,14,4,19,9,11,7,11,9,7,0,106
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,10,7,12,13,10,5,10,8,10,7,9,0,101
00105,SAXIS VOL. FIRE DEPT.,SAXIS VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,6,5,3,1,2,2,0,3,0,2,3,29
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,7,1,2,2,1,2,4,2,3,1,27
00106,BLOXOM VOL. FIRE DEPT.,BLOXOM VOL. FIRE DEPT.,,,,,,,,,,,
Count,9,14,21,10,8,8,14,8,19,4,10,8,133
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,6,3,2,7,4,3,5,7,3,5,3,54
Page 2 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:25 AM
