Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”,Name: “Table 1 of 1 on page 42 of 83”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
10707,ALDIE VOL. FIRE DEPT.,ALDIE VOL. FIRE DEPT.,,,,,,,,,,,
Count,14,20,15,19,23,35,20,17,12,9,18,12,214
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,5,6,7,7,17,7,8,4,7,8,7,86
10708,Philomont Vol. Fire Dept.,Philomont Vol. Fire Dept.,,,,,,,,,,,
Count,20,21,15,18,21,27,18,14,16,9,11,20,210
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,28,25,6,17,28,32,23,26,25,21,13,15,259
10709,ARCOLA-PLEASANT VAL. FIRE,ARCOLA-PLEASANT VAL. FIRE,ARCOLA-PLEASANT VAL. FIRE,,,,,,,,,,
Count,89,92,92,84,106,104,87,72,106,108,64,86,"1,090"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
10710,LUCKETTS VOL. FIRE DEPT.,LUCKETTS VOL. FIRE DEPT.,LUCKETTS VOL. FIRE DEPT.,,,,,,,,,,
Count,16,11,12,6,20,20,18,17,4,9,12,19,164
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,14,8,6,19,15,14,11,8,9,9,15,140
10711,STERLING PARK VOL. FIRE DEPT.,STERLING PARK VOL. FIRE DEPT.,STERLING PARK VOL. FIRE DEPT.,,,,,,,,,,
Count,268,250,242,244,304,327,286,317,248,241,220,260,"3,207"
Exposures,0,6,0,0,0,0,2,0,0,0,0,0,8
Aid Given,5,12,4,5,10,3,5,2,5,8,4,2,65
10716,NEERSVILLE VOL. VOL. FIRE,NEERSVILLE VOL. VOL. FIRE,NEERSVILLE VOL. VOL. FIRE,,,,,,,,,,
Count,16,7,14,8,16,16,3,5,6,1,12,4,108
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,10,3,16,7,20,9,4,6,2,0,2,7,86
Page 42 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:42 AM
