Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”,Name: “Table 1 of 1 on page 44 of 83”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
11103,VICTORIA FIRE & RESCUE INC.,VICTORIA FIRE & RESCUE INC.,VICTORIA FIRE & RESCUE INC.,,,,,,,,,,
Count,72,73,59,56,67,76,80,72,55,52,51,57,770
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,0,2,1,1,1,2,1,0,0,7,20
11301,MADISON FIRE DEPARTMENT,MADISON FIRE DEPARTMENT,MADISON FIRE DEPARTMENT,,,,,,,,,,
Count,34,27,32,27,32,25,27,29,23,40,30,43,369
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
11501,MATHEWS VOL. FIRE DEPT.,MATHEWS VOL. FIRE DEPT.,,,,,,,,,,,
Count,14,22,19,24,16,18,21,23,22,23,20,21,243
Exposures,0,0,0,0,0,1,0,0,0,0,0,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,2,0,2
11702,Buckhorn Volunteer Fire Depart,Buckhorn Volunteer Fire Depart,Buckhorn Volunteer Fire Depart,,,,,,,,,,
Count,4,4,3,3,3,3,1,2,1,2,0,1,27
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,6,3,1,2,1,0,2,0,1,0,1,18
11703,CHASE CITY VOL. FIRE DEPT.,CHASE CITY VOL. FIRE DEPT.,CHASE CITY VOL. FIRE DEPT.,,,,,,,,,,
Count,15,20,14,22,13,20,15,13,11,17,15,13,188
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,6,5,1,3,1,4,3,6,5,1,4,42
11704,CLARKSVILLE VOL. FIRE DEPT.,CLARKSVILLE VOL. FIRE DEPT.,CLARKSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,15,24,19,17,17,20,18,12,11,14,8,17,192
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,1,0,1,2,1,3,1,0,2,2,18
Page 44 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:44 AM
