Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”,Name: “Table 1 of 1 on page 20 of 83”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
04308,Blue Ridge Fire and Rescue,Blue Ridge Fire and Rescue,,,,,,,,,,,
Count,18,19,19,14,14,22,16,12,14,11,10,14,183
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,19,17,12,20,15,12,10,13,13,7,7,24,169
04502,PAINT BANK VOL. FIRE DEPT.,PAINT BANK VOL. FIRE DEPT.,PAINT BANK VOL. FIRE DEPT.,,,,,,,,,,
Count,2,3,4,4,2,3,4,6,2,2,2,0,34
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,1,1,2,0,0,1,6
04503,SIMMONSVILLE VOL. FIRE DEPT.,SIMMONSVILLE VOL. FIRE DEPT.,SIMMONSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,2,2,1,2,1,4,3,7,4,5,5,4,40
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,1,0,1,0,0,2
04504,NEW CASTLE VOL. FIRE DEPT.,NEW CASTLE VOL. FIRE DEPT.,NEW CASTLE VOL. FIRE DEPT.,,,,,,,,,,
Count,5,8,8,6,8,7,3,16,3,7,6,6,83
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
04701,BRANDY STATION VOL. FIRE,BRANDY STATION VOL. FIRE,BRANDY STATION VOL. FIRE,,,,,,,,,,
Count,31,31,14,0,0,0,0,0,0,0,0,0,76
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,16,15,0,0,0,0,0,0,0,0,0,46
04702,CULPEPER COUNTY VOL FIRE,CULPEPER COUNTY VOL FIRE,CULPEPER COUNTY VOL FIRE,,,,,,,,,,
Count,55,53,59,65,64,88,73,63,58,45,65,71,759
Exposures,1,0,0,0,0,0,0,1,0,0,0,0,2
Aid Given,3,13,8,11,10,4,4,5,1,1,3,8,71
Page 20 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:32 AM
