Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”,Name: “Table 1 of 1 on page 69 of 83”
Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
18304,WAVERLY VOL. FIRE DEPT.,WAVERLY VOL. FIRE DEPT.,,,,,,,,,,,
Count,13,9,20,11,4,10,8,2,6,6,11,7,107
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,3,1,0,3,1,0,0,0,1,0,12
18305,SUSSEX COURTHOUSE VOL. F.D.,SUSSEX COURTHOUSE VOL. F.D.,SUSSEX COURTHOUSE VOL. F.D.,,,,,,,,,,
Count,5,0,6,5,2,9,2,1,4,4,4,4,46
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,0,0,0,4,1,0,0,0,0,3,11
18501,Abbs Valley-Bossievain VFD,Abbs Valley-Bossievain VFD,,,,,,,,,,,
Count,2,5,4,0,3,5,0,4,3,0,8,3,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,0,4,0,0,0,1,2,0,4,0,14
18502,BLUEFIELD VOL. FIRE DEPT.,BLUEFIELD VOL. FIRE DEPT.,BLUEFIELD VOL. FIRE DEPT.,,,,,,,,,,
Count,30,32,24,13,36,28,33,28,29,26,42,32,353
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,1,0,3,0,0,1,0,1,0,8
18505,RICHLANDS VOL. FIRE DEPT.,RICHLANDS VOL. FIRE DEPT.,RICHLANDS VOL. FIRE DEPT.,,,,,,,,,,
Count,39,37,40,39,40,46,32,27,43,52,38,35,468
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,2,2,0,1,0,0,1,0,0,6
18506,TAZEWELL CO. VOL. FIRE DEPT.,TAZEWELL CO. VOL. FIRE DEPT.,TAZEWELL CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,152,118,90,113,138,213,231,240,162,148,145,203,"1,953"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,5,3,5,7,2,4,3,3,6,6,4,62
Page 69 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:58 AM
