Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”,Name: “Table 1 of 1 on page 23 of 83”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
05302,FORD VOL. FIRE DEPT.,FORD VOL. FIRE DEPT.,,,,,,,,,,,
Count,31,35,43,33,28,44,41,32,25,29,29,22,392
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,6,9,1,4,5,2,2,1,2,1,1,40
05303,McKenney Vol. Fire Dept.,McKenney Vol. Fire Dept.,,,,,,,,,,,
Count,14,23,16,10,4,22,10,20,3,15,0,0,137
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,0,0,0,0,0,0,1
05304,NAMOZINE VOL. FIRE & RES,NAMOZINE VOL. FIRE & RES,NAMOZINE VOL. FIRE & RES,,,,,,,,,,
Count,57,68,71,65,68,74,83,77,64,72,79,76,854
Exposures,0,0,9,0,0,0,0,0,0,1,0,0,10
Aid Given,8,12,6,10,6,6,7,4,4,6,6,5,80
05305,OLD HICKORY VOL. FIRE DEPT.,OLD HICKORY VOL. FIRE DEPT.,OLD HICKORY VOL. FIRE DEPT.,,,,,,,,,,
Count,2,9,2,5,3,5,0,11,2,3,1,5,48
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,8,7,5,2,3,3,6,0,3,2,3,50
05701,TAPPAHANNOCK-ESSEX VOL.,TAPPAHANNOCK-ESSEX VOL.,TAPPAHANNOCK-ESSEX VOL.,,,,,,,,,,
Count,19,27,24,17,18,17,19,22,20,23,15,28,249
Exposures,0,0,0,0,0,0,5,0,0,0,0,0,5
Aid Given,1,0,1,0,0,1,1,0,0,0,1,2,7
05900,FAIRFAX COUNTY FIRE AND,FAIRFAX COUNTY FIRE AND,FAIRFAX COUNTY FIRE AND,,,,,,,,,,
Count,"6,667","6,531","6,357","6,529","6,804","7,353","6,731","6,471","6,294","6,481","6,143","6,530","78,891"
Exposures,1,5,6,1,2,2,2,5,3,0,0,1,28
Aid Given,330,309,321,328,321,351,320,302,260,305,250,283,"3,680"
Page 23 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/7/09 9:10:33 AM,4/7/09 9:10:33 AM
