Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”,Name: “Table 1 of 1 on page 75 of 83”
Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
19705,SPEEDWELL VOL. FIRE DEPT.,SPEEDWELL VOL. FIRE DEPT.,SPEEDWELL VOL. FIRE DEPT.,,,,,,,,,,
Count,1,5,0,2,2,5,8,5,5,2,3,6,44
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,0,1,1,0,0,1,1,0,0,0,7
19706,WYTHEVILLE,,,,,,,,,,,,
Count,20,12,16,10,13,20,18,18,16,21,12,16,192
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,1,0,0,0,0,1,3
19900,COUNTY OF YORK,COUNTY OF YORK,,,,,,,,,,,
Count,656,666,725,694,669,742,758,679,651,715,660,631,"8,246"
Exposures,0,0,0,0,0,1,1,0,0,0,0,0,2
Aid Given,47,46,56,54,71,64,69,57,47,62,49,48,670
51000,Alexandria Fire Department,Alexandria Fire Department,,,,,,,,,,,
Count,"1,436","1,377","1,397","1,412","1,454","1,582","1,582","1,292","1,418","1,444","1,329","1,506","17,229"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,4,3,8,5,9,1,10,1,1,0,43
51500,Bedford Vol. Fire Department,Bedford Vol. Fire Department,Bedford Vol. Fire Department,,,,,,,,,,
Count,47,63,66,36,52,69,58,55,54,72,56,78,706
Exposures,0,0,0,0,0,0,1,0,0,0,0,2,3
Aid Given,14,16,14,11,17,15,7,23,12,16,16,16,177
52000,MAIN STATION,,,,,,,,,,,,
Count,174,165,168,153,180,187,178,172,162,182,160,196,"2,077"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,8,5,14,10,6,10,15,19,16,9,14,133
Page 75 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:11:01 AM
