Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”,Name: “Table 1 of 1 on page 39 of 83”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
10101,KING WILLIAM VOL. FIRE DEPT.,KING WILLIAM VOL. FIRE DEPT.,KING WILLIAM VOL. FIRE DEPT.,,,,,,,,,,
Count,2,0,0,1,2,0,0,0,0,0,0,0,5
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,0,0,0,0,0,0,0,0,0,0,2
10103,WEST POINT VOL. FIRE DEPT.,WEST POINT VOL. FIRE DEPT.,WEST POINT VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,0,0,0,0,66,71,66,0,3,0,206
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,1,0,0,0,0,1
10104,MANGOHICK VOL. FIRE DEPT.,MANGOHICK VOL. FIRE DEPT.,MANGOHICK VOL. FIRE DEPT.,,,,,,,,,,
Count,1,6,1,2,8,1,3,3,5,2,3,0,35
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,2,0,0,0,1,0,4
10308,KILMARNOCK VOL. FIRE DEPT.,KILMARNOCK VOL. FIRE DEPT.,KILMARNOCK VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,4,0,0,0,0,0,0,0,0,0,4
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
10501,JONESVILLE VOL. FIRE DEPT.,JONESVILLE VOL. FIRE DEPT.,JONESVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,2,8,6,7,1,4,2,4,7,2,5,5,53
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,1,0,0,1
10502,KEOKEE VOL. FIRE DEPT.,KEOKEE VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,0,0,1,0,0,0,0,0,0,0,0,1
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 39 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:39 AM
