Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”,Name: “Table 1 of 1 on page 82 of 83”
Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
80003,HOLLAND VOLUNTEER FIRE,HOLLAND VOLUNTEER FIRE,HOLLAND VOLUNTEER FIRE,,,,,,,,,,
Count,0,0,0,0,0,0,1,0,0,2,1,0,4
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,16,9,12,16,17,11,15,3,7,7,10,126
80004,WHALEYVILLE VOLUNTEER FIRE,WHALEYVILLE VOLUNTEER FIRE,WHALEYVILLE VOLUNTEER FIRE,,,,,,,,,,
Count,1,3,0,0,2,2,1,2,0,2,0,1,14
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,7,7,5,4,11,5,4,2,7,4,6,70
81000,Virginia Beach Fire Department,Virginia Beach Fire Department,Virginia Beach Fire Department,,,,,,,,,,
Count,"2,118","2,218","2,408","2,137","2,283","2,494","2,652","2,420","2,398","2,282","2,215","2,196","27,821"
Exposures,0,17,4,2,4,8,2,3,6,1,1,7,55
Aid Given,2,3,2,5,3,1,3,1,2,3,4,1,30
82000,Waynesboro Fire Department,Waynesboro Fire Department,Waynesboro Fire Department,,,,,,,,,,
Count,181,293,178,158,194,181,157,155,155,193,146,210,"2,201"
Exposures,0,0,0,0,0,4,0,1,0,0,0,0,5
Aid Given,3,2,6,3,1,3,4,4,6,3,4,5,44
83000,Williamsburg,Fire Department,Fire Department,,,,,,,,,,
Count,164,205,193,208,200,226,216,210,239,254,174,196,"2,485"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,38,35,55,30,28,39,43,39,38,46,40,36,467
84000,Winchester Fire & Rescue,Winchester Fire & Rescue,,,,,,,,,,,
Count,391,372,398,399,470,378,429,412,348,381,398,377,"4,753"
Exposures,0,0,0,0,0,1,0,0,0,0,0,0,1
Aid Given,48,60,41,50,42,54,50,51,46,46,29,34,551
Page 82 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:11:05 AM
