Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”,Name: “Table 1 of 1 on page 6 of 83”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
00704,MATTOAX VOL. FIRE DEPT.,MATTOAX VOL. FIRE DEPT.,,,,,,,,,,,
Count,3,7,6,1,4,4,5,1,0,0,0,0,31
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,2,1,0,1,0,0,0,0,0,0,0,9
00705,PAINVILLE VOL. FIRE DEPT.,PAINVILLE VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,3,5,1,0,0,0,0,0,0,0,0,14
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,6,4,0,0,0,0,0,0,0,0,0,15
00901,AMHERST VOL. FIRE DEPT.,AMHERST VOL. FIRE DEPT.,,,,,,,,,,,
Count,12,24,11,14,11,11,10,11,9,16,21,12,162
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,5,3,4,2,3,1,2,4,7,6,4,46
00902,MONELISON VOLUNTEER FIRE,MONELISON VOLUNTEER FIRE,MONELISON VOLUNTEER FIRE,,,,,,,,,,
Count,29,38,26,38,27,32,44,33,28,26,35,23,379
Exposures,0,0,0,0,0,0,0,0,3,0,4,0,7
Aid Given,6,11,7,6,3,3,6,4,1,9,6,3,65
00903,Pedlar Fire & Rescue,Pedlar Fire & Rescue,,,,,,,,,,,
Count,3,7,3,7,1,7,6,6,6,6,5,4,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,3,0,2,3,2,2,2,5,4,0,27
01101,APPOMATTOX VOL. FIRE DEPT.,APPOMATTOX VOL. FIRE DEPT.,APPOMATTOX VOL. FIRE DEPT.,,,,,,,,,,
Count,22,32,28,20,25,25,24,31,21,26,23,19,296
Exposures,0,2,0,0,0,0,0,0,7,0,0,0,9
Aid Given,3,3,2,2,1,0,0,1,0,1,2,1,16
Page 6 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:26 AM
