Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”,Name: “Table 1 of 1 on page 31 of 83”
Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2008,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
07170,POPLAR HILL VOL. FIRE DEPT.,POPLAR HILL VOL. FIRE DEPT.,POPLAR HILL VOL. FIRE DEPT.,,,,,,,,,,
Count,3,5,0,3,4,1,1,0,0,0,0,0,17
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
07180,RICH CREEK VOL. FIRE DEPT.,RICH CREEK VOL. FIRE DEPT.,RICH CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,4,3,0,2,1,6,2,4,2,1,0,5,30
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,1,3,0,2,1,0,0,0,0,1,10
07301,Abingdon Vol. Fire & Rescue,Abingdon Vol. Fire & Rescue,Abingdon Vol. Fire & Rescue,,,,,,,,,,
Count,45,57,52,76,113,104,106,107,102,103,126,148,"1,139"
Exposures,0,0,0,0,0,0,0,2,0,0,0,0,2
Aid Given,0,3,1,1,0,2,0,3,2,1,1,6,20
07310,GLOUCESTER VOL. FIRE DEPT.,GLOUCESTER VOL. FIRE DEPT.,GLOUCESTER VOL. FIRE DEPT.,,,,,,,,,,
Count,51,53,54,46,44,82,52,71,55,56,59,40,663
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,2,0,3,0,0,2,0,3,4,1,18
07500,Goochand Co. Fire/Rescue Dept.,Goochand Co. Fire/Rescue Dept.,Goochand Co. Fire/Rescue Dept.,,,,,,,,,,
Count,44,19,33,19,17,14,15,16,11,16,26,34,264
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,5,4,1,4,0,1,0,3,3,1,1,30
07701,ELK CREEK VOL. FIRE DEPT.,ELK CREEK VOL. FIRE DEPT.,ELK CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,1,2,1,1,0,0,0,0,0,5,2,2,14
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,2,0,0,0,0,0,0,0,0,0,3
Page 31 of 83,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,,4/7/09 9:10:36 AM
