Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”,Name: “Table 1 of 1 on page 9 of 23”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,,,,,,,,,,
"system,","system,",including:,including:,(1),intelligent,transportation,transportation,transportation,"systems,","systems,",(2),travel,demand,"management,","management,",(3),access,access
"management, and (4) minor geometric improvements.","management, and (4) minor geometric improvements.","management, and (4) minor geometric improvements.","management, and (4) minor geometric improvements.","management, and (4) minor geometric improvements.","management, and (4) minor geometric improvements.","management, and (4) minor geometric improvements.","management, and (4) minor geometric improvements.","management, and (4) minor geometric improvements.","management, and (4) minor geometric improvements.",,,,,,,,,
TSM enhancements identified for this project include the following:,TSM enhancements identified for this project include the following:,TSM enhancements identified for this project include the following:,TSM enhancements identified for this project include the following:,TSM enhancements identified for this project include the following:,TSM enhancements identified for this project include the following:,TSM enhancements identified for this project include the following:,TSM enhancements identified for this project include the following:,TSM enhancements identified for this project include the following:,TSM enhancements identified for this project include the following:,TSM enhancements identified for this project include the following:,TSM enhancements identified for this project include the following:,,,,,,,
•,Add turning lanes at the intersection of Rt. 625,Add turning lanes at the intersection of Rt. 625,Add turning lanes at the intersection of Rt. 625,Add turning lanes at the intersection of Rt. 625,Add turning lanes at the intersection of Rt. 625,Add turning lanes at the intersection of Rt. 625,Add turning lanes at the intersection of Rt. 625,Add turning lanes at the intersection of Rt. 625,Add turning lanes at the intersection of Rt. 625,,,,,,,,,
•,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,Add turning lanes at the intersection of Rt. 601 to the north and Rt. 624 to the south,,,
•,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,Add right and left turn lanes to the intersection of Route 460 and Route 635,,,,,
•,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and,Add advance warning lights and/or rumble strips for stop light at the intersection of Route 460 and
,Route 616,Route 616,,,,,,,,,,,,,,,,
•,"Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes","Realign Route 460 and Route 618 intersection, with new right- and left-turn lanes",,,,
•,Install rumble strips along the existing Rt. 460 centerline,Install rumble strips along the existing Rt. 460 centerline,Install rumble strips along the existing Rt. 460 centerline,Install rumble strips along the existing Rt. 460 centerline,Install rumble strips along the existing Rt. 460 centerline,Install rumble strips along the existing Rt. 460 centerline,Install rumble strips along the existing Rt. 460 centerline,Install rumble strips along the existing Rt. 460 centerline,Install rumble strips along the existing Rt. 460 centerline,Install rumble strips along the existing Rt. 460 centerline,Install rumble strips along the existing Rt. 460 centerline,,,,,,,
