Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”,Name: “Table 1 of 1 on page 7 of 23”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,,,,,,,
,,,,,,,,Table 2.1-1,Table 2.1-1,,,,,,,
,,,,,,SCREENING CRITERIA,SCREENING CRITERIA,SCREENING CRITERIA,SCREENING CRITERIA,SCREENING CRITERIA,,,,,,
,,,,,,,,Engineering,Engineering,,,,,,,
,Design Standards,Design Standards,Design Standards,Design Standards,,,,,Conform with desirable design standards,Conform with desirable design standards,Conform with desirable design standards,Conform with desirable design standards,Conform with desirable design standards,Conform with desirable design standards,Conform with desirable design standards,
Preliminary Construction Costs,Preliminary Construction Costs,Preliminary Construction Costs,Preliminary Construction Costs,Preliminary Construction Costs,,,,,Anticipated relative construction cost,Anticipated relative construction cost,Anticipated relative construction cost,Anticipated relative construction cost,Anticipated relative construction cost,Anticipated relative construction cost,,
,,,,,,Traffic/Transportation,Traffic/Transportation,Traffic/Transportation,Traffic/Transportation,Traffic/Transportation,,,,,,
,Traffic Volumes,Traffic Volumes,Traffic Volumes,Traffic Volumes,,,,,Local and through traffic demand,Local and through traffic demand,Local and through traffic demand,Local and through traffic demand,Local and through traffic demand,Local and through traffic demand,,
