"FIPS"	"STATE"	"NAME"	"ID"	"VERSION"	"START_DATE"	"END_DATE"	"CREATION_OR_CHANGE"	"CITATION"	"START_N"	"END_N"	"DATASET"
"54009"	"WV"	"BROOKE (W. Va.)"	"wvs_brooke"		01 01 1820 0:00:00		"Ohio River and its islands, previously unassigned to particular counties, were declared to be part of the adjacent Virginia counties, including BROOKE (W. Va.) [not mapped]."	"(Va. Acts 1819-1820, ch. 74, sec. 1/p. 66)"	18200101		"VA_AtlasHCB"
"54095"	"WV"	"TYLER (W. Va.)"	"wvs_tyler"		01 01 1820 0:00:00		"Ohio River and its islands, previously unassigned to particular counties, were declared to be part of the adjacent Virginia counties, including TYLER (W. Va.) [not mapped]."	"(Va. Acts 1819-1820, ch. 74, sec. 1/p. 66)"	18200101		"VA_AtlasHCB"
"54069"	"WV"	"OHIO (W. Va.)"	"wvs_ohio"		01 01 1820 0:00:00		"Ohio River and its islands, previously unassigned to particular counties, were declared to be part of the adjacent Virginia counties, including OHIO (W. Va.) [not mapped]."	"(Va. Acts 1819-1820, ch. 74, sec. 1/p. 66)"	18200101		"VA_AtlasHCB"
"54053"	"WV"	"MASON (W. Va.)"	"wvs_mason"		01 01 1820 0:00:00		"Ohio River and its islands, previously unassigned to particular counties, were declared to be part of the adjacent Virginia counties, including MASON (W. Va.) [not mapped]."	"(Va. Acts 1819-1820, ch. 74, sec. 1/p. 66)"	18200101		"VA_AtlasHCB"
"54011"	"WV"	"CABELL (W. Va.)"	"wvs_cabell"		01 01 1820 0:00:00		"Ohio River and its islands, previously unassigned to particular counties, were declared to be part of the adjacent Virginia counties, including CABELL (W. Va.) [not mapped]."	"(Va. Acts 1819-1820, ch. 74, sec. 1/p. 66)"	18200101		"VA_AtlasHCB"
"54107"	"WV"	"WOOD (W. Va.)"	"wvs_wood"		01 01 1820 0:00:00		"Ohio River and its islands, previously unassigned to particular counties, were declared to be part of the adjacent Virginia counties, including WOOD (W. Va.) [not mapped]."	"(Va. Acts 1819-1820, ch. 74, sec. 1/p. 66)"	18200101		"VA_AtlasHCB"
"54065"	"WV"	"MORGAN (W. Va.)"	"wvs_morgan"	"1"	09 02 1820 0:00:00	31 12 2000 0:00:00	"MORGAN (W. Va.) created by Virginia from BERKELEY (W. Va.) and HAMPSHIRE (W. Va.)."	"(Va. Acts 1819-1820, ch. 34, sec. 1/pp. 27-28)"	18200209	20001231	"VA_AtlasHCB"
"54003"	"WV"	"BERKELEY (W. Va.)"	"wvs_berkeley"	"3"	09 02 1820 0:00:00	31 12 2000 0:00:00	"BERKELEY (W. Va.) lost to creation of MORGAN (W. Va.)."	"(Va. Acts 1819-1820, ch. 34, sec. 1/pp. 27-28)"	18200209	20001231	"VA_AtlasHCB"
"54027"	"WV"	"HAMPSHIRE (W. Va.)"	"wvs_hampshire"	"6"	09 02 1820 0:00:00	31 01 1866 0:00:00	"HAMPSHIRE (W. Va.) lost to creation of MORGAN (W. Va.)."	"(Va. Acts 1819-1820, ch. 34, sec. 1/pp. 27-28)"	18200209	18660131	"VA_AtlasHCB"
"54067"	"WV"	"NICHOLAS (W. Va.)"	"wvs_nicholas"	"2"	29 01 1820 0:00:00	22 01 1824 0:00:00	"NICHOLAS (W. Va.) gained from RANDOLPH (W. Va.)."	"(Va. Acts 1819-1820, ch. 114, sec. 1/p. 91)"	18200129	18240122	"VA_AtlasHCB"
"54083"	"WV"	"RANDOLPH (W. Va.)"	"wvs_randolph"	"5"	29 01 1820 0:00:00	20 12 1821 0:00:00	"RANDOLPH (W. Va.) lost to NICHOLAS (W. Va.)."	"(Va. Acts 1819-1820, ch. 114, sec. 1/p. 91)"	18200129	18211220	"VA_AtlasHCB"
"51089"	"VA"	"HENRY"	"vas_henry"	"4"	30 11 1791 0:00:00	18 02 1858 0:00:00	"HENRY lost to PATRICK."	"(Hening, 13:290)"	17911130	18580218	"VA_AtlasHCB"
"51141"	"VA"	"PATRICK"	"vas_patrick"	"2"	30 11 1791 0:00:00	31 12 1809 0:00:00	"PATRICK gained from HENRY."	"(Hening, 13:290)"	17911130	18091231	"VA_AtlasHCB"
"51073"	"VA"	"GLOUCESTER"	"vas_gloucester"	"2"	01 05 1791 0:00:00	31 12 2000 0:00:00	"GLOUCESTER lost to creation of MATHEWS."	"(Hening, 13:162-163)"	17910501	20001231	"VA_AtlasHCB"
"51115"	"VA"	"MATHEWS"	"vas_mathews"	"1"	01 05 1791 0:00:00	31 12 2000 0:00:00	"MATHEWS created from GLOUCESTER."	"(Hening, 13:162-163)"	17910501	20001231	"VA_AtlasHCB"
"54071"	"WV"	"PENDLETON (W. Va.)"	"wvs_pendleton"	"2"	01 05 1791 0:00:00	02 12 1796 0:00:00	"PENDLETON (W. Va.) gained from AUGUSTA."	"(Hening, 13:165-167)"	17910501	17961202	"VA_AtlasHCB"
"51015"	"VA"	"AUGUSTA"	"vas_augusta"	"9"	01 05 1791 0:00:00	09 07 1902 0:00:00	"AUGUSTA lost to PENDLETON (W. Va.) and lost to creation of BATH."	"(Hening, 13:165-167)"	17910501	19020709	"VA_AtlasHCB"
"51089"	"VA"	"HENRY"	"vas_henry"	"3"	01 06 1791 0:00:00	29 11 1791 0:00:00	"HENRY lost to creation of PATRICK."	"(Hening, 13:160-162)"	17910601	17911129	"VA_AtlasHCB"
"51141"	"VA"	"PATRICK"	"vas_patrick"	"1"	01 06 1791 0:00:00	29 11 1791 0:00:00	"PATRICK created from HENRY."	"(Hening, 13:160-162)"	17910601	17911129	"VA_AtlasHCB"
"51059"	"VA"	"FAIRFAX"	"vas_fairfax"	"3"	30 03 1791 0:00:00	02 01 1798 0:00:00	"FAIRFAX lost to a newly proclaimed unnamed federal district (now the District of Columbia); Virginia ceded territory to the United States for the seat of the federal government in 1789. FAIRFAX continued county jurisdiction over the ceded area."	"(Richardson, 1:102; Van Zandt, 88, 90)"	17910330	17980102	"VA_AtlasHCB"
"54025"	"WV"	"GREENBRIER (W. Va.)"	"wvs_greenbrier"	"3"	01 05 1791 0:00:00	04 12 1795 0:00:00	"GREENBRIER (W. Va.) lost to creation of BATH."	"(Hening, 13:165-167)"	17910501	17951204	"VA_AtlasHCB"
"51023"	"VA"	"BOTETOURT"	"vas_botetourt"	"6"	01 05 1791 0:00:00	13 12 1795 0:00:00	"BOTETOURT lost to creation of BATH."	"(Hening, 13:165-167)"	17910501	17951213	"VA_AtlasHCB"
