Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”,Name: “Table 1 of 1 on page 23 of 97”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,,,,,,,
,,State SOQ Actual Expenditures for 1991-92 through 2002-03,State SOQ Actual Expenditures for 1991-92 through 2002-03,State SOQ Actual Expenditures for 1991-92 through 2002-03,State SOQ Actual Expenditures for 1991-92 through 2002-03,State SOQ Actual Expenditures for 1991-92 through 2002-03,State SOQ Actual Expenditures for 1991-92 through 2002-03,State SOQ Actual Expenditures for 1991-92 through 2002-03,State SOQ Actual Expenditures for 1991-92 through 2002-03,State SOQ Actual Expenditures for 1991-92 through 2002-03,,
,,,,,Shown in $ Billions,Shown in $ Billions,Shown in $ Billions,,,,,
"3,000,000,000",,,,,,,,,,,,
"2,500,000,000",,,,,,,,,,,,
"2,000,000,000",,,,,,,,,,,,
"1,500,000,000",,,,,,,,,,,,
"1,000,000,000",,,,,,,,,,,,
"500,000,000",,,,,,,,,,,,
0,,,,,,,,,,,,
,1991-92,1992-93,1993-94,1994-95,1995-96,1996-97,1997-98,1998-99,1999-00,2000-01,2001-02,2002-03
