Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,,
Report Parameters:,Report Parameters:,,,,
Report Period:,1/1/06 - 12/31/06,Version: Both,Status: All,Released: All,
Report Filters:,No Filters Applied,,,,
,"NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)","NOTE: Report Filter Groups are applied to the report SQL as ""AND"" conditions (i.e. Group 1 AND Group 2 AND Group 3 etc...)",
State:,VA,,,,
Report FDIDs:,All,,,,
Page 1 of 2,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,4/18/07 8:54:58 AM
Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,Residential Structure Fire Causes,,,,,,,,,,
State:,VA,Report Period:,1/1/06 - 12/31/06,1/1/06 - 12/31/06,1/1/06 - 12/31/06,,,,,,,,,,,,,
CODE,,CATEGORY,FREQ,FREQ %,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
01,"Incendiary, Suspicious","Incendiary, Suspicious",363,4.69%,7,12.07%,19,6.03%,0,0.00%,16,13.22%,"18,176,105",5.39%,"2,394,135",8.07%,"20,570,240",5.60%
02,Children Playing,Children Playing,37,0.48%,1,1.72%,8,2.54%,0,0.00%,1,0.83%,"488,540",0.14%,"28,875",0.10%,"517,415",0.14%
03,,Smoking,163,2.11%,4,6.90%,15,4.76%,0,0.00%,5,4.13%,"3,396,568",1.01%,"667,591",2.25%,"4,064,159",1.11%
04,,Heating,"1,188",15.36%,1,1.72%,4,1.27%,0,0.00%,3,2.48%,"2,734,219",0.81%,"840,122",2.83%,"3,574,341",0.97%
05,,Cooking,"2,368",30.63%,2,3.45%,90,28.57%,0,0.00%,3,2.48%,"3,986,291",1.18%,"806,569",2.72%,"4,792,860",1.31%
06,Electrical Distribution,Electrical Distribution,138,1.78%,1,1.72%,10,3.17%,0,0.00%,0,0.00%,"2,358,212",0.70%,"157,504",0.53%,"2,515,716",0.69%
,"Appliances, Air Conditioning","Appliances, Air Conditioning",,,,,,,,,,,,,,,,
07,,,313,4.05%,0,0.00%,25,7.94%,0,0.00%,3,2.48%,"3,439,795",1.02%,"998,355",3.37%,"4,438,150",1.21%
,"Open Flame, Ember, Torch","Open Flame, Ember, Torch",,,,,,,,,,,,,,,,
08,,,389,5.03%,2,3.45%,24,7.62%,0,0.00%,13,10.74%,"10,203,719",3.03%,"4,176,515",14.09%,"14,380,234",3.92%
,"Other Heat, Flame, Spark","Other Heat, Flame, Spark",,,,,,,,,,,,,,,,
09,,,251,3.25%,3,5.17%,14,4.44%,0,0.00%,3,2.48%,"5,617,846",1.67%,"910,807",3.07%,"6,528,653",1.78%
10,Other Equipment,Other Equipment,57,0.74%,1,1.72%,3,0.95%,0,0.00%,0,0.00%,"84,529,154",25.06%,"103,501",0.35%,"84,632,655",23.06%
11,,Natural,139,1.78%,0,0.00%,0,0.00%,0,0.00%,5,4.13%,"8,845,026",2.59%,"1,365,603",4.50%,"10,210,629",2.78%
12,,Exposure,192,0.58%,2,3.45%,2,0.63%,0,0.00%,7,5.79%,"42,991,744",12.75%,"592,488",2.00%,"43,584,232",11.87%
13,Unknown Cause,Unknown Cause,"2,287",29.51%,34,58.62%,101,32.06%,0,0.00%,62,51.24%,"150,615,350",44.66%,"16,639,016",56.12%,"167,254,366",45.57%
Totals,,,"7,885",100.00%,58,100.00%,315,100.00%,0,100.00%,121,100.00%,"337,382,569 100.00%","337,382,569 100.00%","29,681,081",100.00%,"367,063,650",100.00%
,Page 2 of 2,Page 2 of 2,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,4/18/07 8:58:58 AM,4/18/07 8:58:58 AM,
