Name: “Table 1 of 1 on page 17 of 38”,Name: “Table 1 of 1 on page 17 of 38”,Name: “Table 1 of 1 on page 17 of 38”,Name: “Table 1 of 1 on page 17 of 38”,Name: “Table 1 of 1 on page 17 of 38”,Name: “Table 1 of 1 on page 17 of 38”,Name: “Table 1 of 1 on page 17 of 38”,Name: “Table 1 of 1 on page 17 of 38”,Name: “Table 1 of 1 on page 17 of 38”,Name: “Table 1 of 1 on page 17 of 38”
Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
10501,Jonesville Vol. Fire Dept.,Lee Co.,2006,61,0,0,61,12,12
10502,Keokee VFD,Lee Co.,2006,3,0,0,3,2,2
10503,Pennington Gap Vol. Fire Dept.,Lee Co.,2006,62,0,8,70,12,12
10504,Thomas Walker VFD #1,Lee Co.,2006,54,0,8,62,12,12
10505,Dryden VFD,Lee Co.,2006,22,2,7,31,11,12
10508,Thomas Walker Vol. Fire Dept. #2,Lee Co.,2006,7,0,23,30,10,12
10509,Stickleyville VFD,Lee Co.,2006,0,0,0,0,0,5
10511,Blackwater VFD,Lee Co.,2006,24,0,2,26,8,11
,Lee Co.,8,,233,2,48,283,,
10701,Leesburg Vol. Fire Dept.,Loudoun Co.,2006,"1,954",0,109,"2,063",12,12
10702,Purcellville Vol. Fire Dept.,Loudoun Co.,2006,458,0,197,655,12,12
10703,"Middleburg VFD, Inc.",Loudoun Co.,2006,181,0,57,238,12,12
10704,Round Hill Vol. Fire Dept.,Loudoun Co.,2006,187,0,97,284,12,12
10705,Hamilton VFD,Loudoun Co.,2006,451,0,131,582,12,12
10706,Ashburn Fire & Rescue,Loudoun Co.,2006,"3,555",1,284,"3,840",12,12
10707,Aldie VFD,Loudoun Co.,2006,198,0,65,263,12,12
10708,Philomont VFD,Loudoun Co.,2006,207,0,232,439,12,12
10709,Arcola-Pleasant Valley Fire/Rescue,Loudoun Co.,2006,884,0,43,927,12,12
10710,"Lucketts Vol. Fire Co., Inc.",Loudoun Co.,2006,117,0,40,157,12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 17 of 38
