Name: “Table 1 of 1 on page 15 of 38”,Name: “Table 1 of 1 on page 15 of 38”,Name: “Table 1 of 1 on page 15 of 38”,Name: “Table 1 of 1 on page 15 of 38”,Name: “Table 1 of 1 on page 15 of 38”,Name: “Table 1 of 1 on page 15 of 38”,Name: “Table 1 of 1 on page 15 of 38”,Name: “Table 1 of 1 on page 15 of 38”,Name: “Table 1 of 1 on page 15 of 38”,Name: “Table 1 of 1 on page 15 of 38”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
08512,Black Creek VFD,Hanover Co.,2006,238,0,122,360,12,12
,Hanover Co.,12,,"7,448",3,"1,651","9,102",,
08700,Henrico Co. Division of Fire,Henrico Co.,2006,"36,494",55,248,"36,797",12,12
,Henrico Co.,1,,"36,494",55,248,"36,797",,
08900,Henry County Public Safety,Henry Co.,2006,28,3,45,76,12,12
08901,Axton Vol. Fire Dept.,Henry Co.,2006,123,0,15,138,12,12
08902,Bassett Vol. Fire Dept.,Henry Co.,2006,268,0,28,296,12,12
08903,Collinsville Vol. Fire Dept.,Henry Co.,2006,345,0,33,378,12,12
08904,Dyer's Store Vol. Fire Dept.,Henry Co.,2006,73,0,10,83,12,12
08906,Horsepasture Dist. Vol. Dept.,Henry Co.,2006,135,1,18,154,11,11
08908,Ridgeway District Vol. Fire Dept.,Henry Co.,2006,357,3,35,395,12,12
,Henry Co.,7,,"1,329",7,184,"1,520",,
09101,Highland Co. Vol. Fire Dept.,Highland Co.,2006,1,0,0,1,1,1
,Highland Co.,1,,1,0,0,1,,
09301,Carrollton Vol. Fire Dept.,Isle of Wight Co.,2006,728,1,223,952,12,12
09303,Smithfield Vol. Fire Dept. Inc.,Isle of Wight Co.,2006,731,0,9,740,11,11
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 15 of 38
