Name: “Table 1 of 1 on page 3 of 38”,Name: “Table 1 of 1 on page 3 of 38”,Name: “Table 1 of 1 on page 3 of 38”,Name: “Table 1 of 1 on page 3 of 38”,Name: “Table 1 of 1 on page 3 of 38”,Name: “Table 1 of 1 on page 3 of 38”,Name: “Table 1 of 1 on page 3 of 38”,Name: “Table 1 of 1 on page 3 of 38”,Name: “Table 1 of 1 on page 3 of 38”,Name: “Table 1 of 1 on page 3 of 38”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
01101,Appomattox Vol. Fire Dept.,Appomattox Co.,2006,142,2,9,153,12,12
,Appomattox Co.,1,,142,2,9,153,,
01300,Arlington Co. Fire Dept.,Arlington Co.,2006,"23,245",0,"2,215","25,460",12,12
,Arlington Co.,1,,"23,245",0,"2,215","25,460",,
01502,Deerfield Valley Val. Fire Dept.,Augusta Co.,2006,111,0,3,114,12,12
01503,Middlebrook VFD,Augusta Co.,2006,234,0,34,268,12,12
01504,Churchville Vol. Fire Dept.,Augusta Co.,2006,453,0,79,532,12,12
01505,Weyers Cave Vol. Fire Dept.,Augusta Co.,2006,403,0,51,454,12,12
01506,Verona VFD,Augusta Co.,2006,829,0,77,906,12,12
01507,Stuarts Draft Vol. Fire Co.,Augusta Co.,2006,874,0,129,"1,003",12,12
01508,Craigsville Vol. Fire Dept.,Augusta Co.,2006,96,0,6,102,12,12
01509,Dooms Vol. Fire Dept.,Augusta Co.,2006,629,0,30,659,12,12
01510,Augusta Co. Fire Dept.,Augusta Co.,2006,"1,262",3,230,"1,495",12,12
01511,Preston L. Yancey Vol. Fire Dept.,Augusta Co.,2006,753,0,125,878,12,12
01514,Swoope Vol. Fire Dept.,Augusta Co.,2006,117,0,97,214,12,12
01518,New Hope Vol. Fire Dept.,Augusta Co.,2006,133,0,93,226,12,12
01519,Wilson Vol. Fire Dept.,Augusta Co.,2006,190,0,16,206,12,12
01521,Mt. Solon Vol. Fire & Rescue,Augusta Co.,2006,230,0,38,268,12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 3 of 38
