Name: “Table 1 of 1 on page 34 of 38”,Name: “Table 1 of 1 on page 34 of 38”,Name: “Table 1 of 1 on page 34 of 38”,Name: “Table 1 of 1 on page 34 of 38”,Name: “Table 1 of 1 on page 34 of 38”,Name: “Table 1 of 1 on page 34 of 38”,Name: “Table 1 of 1 on page 34 of 38”,Name: “Table 1 of 1 on page 34 of 38”,Name: “Table 1 of 1 on page 34 of 38”,Name: “Table 1 of 1 on page 34 of 38”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
,Galax,1,,231,0,11,242,,
65000,Hampton Division of Fire & Rescue,Hampton,2006,"17,402",1,63,"17,466",12,12
,Hampton,1,,"17,402",1,63,"17,466",,
66000,Harrisonburg Fire Dept.,Harrisonburg,2006,"3,735",6,75,"3,816",12,12
,Harrisonburg,1,,"3,735",6,75,"3,816",,
67000,Hopewell Fire Dept.,Hopewell,2006,"3,103",1,114,"3,218",12,12
,Hopewell,1,,"3,103",1,114,"3,218",,
67800,Lexington Fire Dept.,Lexington,2006,128,0,29,157,7,7
,Lexington,1,,128,0,29,157,,
68000,Lynchburg Fire Dept.,Lynchburg,2006,"5,621",0,23,"5,644",12,12
,Lynchburg,1,,"5,621",0,23,"5,644",,
68301,Manassas Volunteer Fire Company,Manassas,2006,"1,387",1,846,"2,234",12,12
,Manassas,1,,"1,387",1,846,"2,234",,
68509,Manassas Park Fire Dept.,Manassas Park,2006,"1,054",2,"1,163","2,219",12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 34 of 38
