Name: “Table 1 of 1 on page 32 of 38”,Name: “Table 1 of 1 on page 32 of 38”,Name: “Table 1 of 1 on page 32 of 38”,Name: “Table 1 of 1 on page 32 of 38”,Name: “Table 1 of 1 on page 32 of 38”,Name: “Table 1 of 1 on page 32 of 38”,Name: “Table 1 of 1 on page 32 of 38”,Name: “Table 1 of 1 on page 32 of 38”,Name: “Table 1 of 1 on page 32 of 38”,Name: “Table 1 of 1 on page 32 of 38”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
51000,Alexandria Fire Dept.,Alexandria,2006,"16,102",0,156,"16,258",12,12
,Alexandria,1,,"16,102",0,156,"16,258",,
51500,Bedford Vol. Fire Co.,Bedford,2006,705,0,129,834,12,12
,Bedford,1,,705,0,129,834,,
52000,Bristol Fire Dept.,Bristol,2006,"1,813",0,16,"1,829",12,12
,Bristol,1,,"1,813",0,16,"1,829",,
53000,Buena Vista Fire Dept.,Buena Vista,2006,245,0,125,370,12,12
,Buena Vista,1,,245,0,125,370,,
54000,Charlottesville Fire Dept.,Charlottesville,2006,"4,661",5,"1,778","6,444",12,12
,Charlottesville,1,,"4,661",5,"1,778","6,444",,
55000,Chesapeake Fire Department,Chesapeake,2006,"23,923",21,108,"24,052",12,12
,Chesapeake,1,,"23,923",21,108,"24,052",,
56000,Clifton Forge Fire Dept.,Alleghany Co.,2006,91,3,41,135,12,12
,Alleghany Co.,1,,91,3,41,135,,
As of 04/18/2007,,,,,,,,,Page 32 of 38
