Name: “Table 1 of 1 on page 16 of 38”,Name: “Table 1 of 1 on page 16 of 38”,Name: “Table 1 of 1 on page 16 of 38”,Name: “Table 1 of 1 on page 16 of 38”,Name: “Table 1 of 1 on page 16 of 38”,Name: “Table 1 of 1 on page 16 of 38”,Name: “Table 1 of 1 on page 16 of 38”,Name: “Table 1 of 1 on page 16 of 38”,Name: “Table 1 of 1 on page 16 of 38”,Name: “Table 1 of 1 on page 16 of 38”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
09305,Rushmere Vol. Fire Dept.,Isle of Wight Co.,2006,36,0,54,90,12,12
,Isle of Wight Co.,3,,"1,495",1,286,"1,782",,
09500,James City Co. Fire Dept.,James City Co.,2006,"7,291",6,556,"7,853",12,12
,James City Co.,1,,"7,291",6,556,"7,853",,
09702,Lower King & Queen Vol. Fire Dept.,King & Queen Co.,2006,33,0,21,54,12,12
09704,Walkerton Comm. Fire Assoc.,King & Queen Co.,2006,1,0,0,1,1,1
,King & Queen Co.,2,,34,0,21,55,,
09900,"King George Fire & Rescue, Inc.",King George Co.,2006,"1,170",1,70,"1,241",12,12
,King George Co.,1,,"1,170",1,70,"1,241",,
10103,West Point Vol. Fire Dept.,King William Co.,2006,174,0,2,176,4,4
10104,"Mangohick Vol. Fire Dept., Inc.",King William Co.,2006,25,0,19,44,12,12
,King William Co.,2,,199,0,21,220,,
10306,White Stone Vol. Fire Dept.,Lancaster Co.,2006,30,0,8,38,5,5
10307,Upper Lancaster VFD,Lancaster Co.,2006,101,0,8,109,12,12
,Lancaster Co.,2,,131,0,16,147,,
As of 04/18/2007,,,,,,,,,Page 16 of 38
