Name: “Table 1 of 1 on page 24 of 38”,Name: “Table 1 of 1 on page 24 of 38”,Name: “Table 1 of 1 on page 24 of 38”,Name: “Table 1 of 1 on page 24 of 38”,Name: “Table 1 of 1 on page 24 of 38”,Name: “Table 1 of 1 on page 24 of 38”,Name: “Table 1 of 1 on page 24 of 38”,Name: “Table 1 of 1 on page 24 of 38”,Name: “Table 1 of 1 on page 24 of 38”,Name: “Table 1 of 1 on page 24 of 38”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
14703,Darlington Heights Vol. Fire Dept.,Prince Edward Co.,2006,29,0,6,35,12,12
14704,Prospect Vol. Fire Dept. Inc.,Prince Edward Co.,2006,73,0,19,92,12,12
,Prince Edward Co.,4,,434,0,97,531,,
14900,Prince George Co. Fire & EMS,Prince George Co.,2006,"1,108",3,57,"1,168",12,12
,Prince George Co.,1,,"1,108",3,57,"1,168",,
15301,Prince Wm. Co. Dept. of Fire/Rescue,Prince William Co.,2006,"8,498",0,0,"8,498",12,12
,Prince William Co.,1,,"8,498",0,0,"8,498",,
15501,Draper VFD,Pulaski Co.,2006,96,0,2,98,12,12
15502,Dublin Vol. Fire Dept.,Pulaski Co.,2006,266,0,10,276,12,12
15503,Fairlawn Vol. Fire Dept.,Pulaski Co.,2006,143,0,8,151,12,12
15505,Newbern VFD,Pulaski Co.,2006,110,0,2,112,12,12
15506,Pulaski Fire Dept.,Pulaski Co.,2006,318,0,0,318,12,12
15507,Snowville Fire Dept.,Pulaski Co.,2006,48,0,10,58,12,12
15508,Twin Community VFD,Pulaski Co.,2006,87,1,3,91,12,12
,Pulaski Co.,7,,"1,068",1,35,"1,104",,
15701,Washington Vol. Fire Dept.,Rappahannock Co.,2006,65,0,78,143,12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 24 of 38
