Name: “Table 1 of 1 on page 7 of 38”,Name: “Table 1 of 1 on page 7 of 38”,Name: “Table 1 of 1 on page 7 of 38”,Name: “Table 1 of 1 on page 7 of 38”,Name: “Table 1 of 1 on page 7 of 38”,Name: “Table 1 of 1 on page 7 of 38”,Name: “Table 1 of 1 on page 7 of 38”,Name: “Table 1 of 1 on page 7 of 38”,Name: “Table 1 of 1 on page 7 of 38”,Name: “Table 1 of 1 on page 7 of 38”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
03302,Ladysmith Volunteeer Fire Co.,Caroline Co.,2006,836,0,111,947,12,12
03304,Sparta VFD,Caroline Co.,2006,78,0,63,141,11,11
,Caroline Co.,2,,914,0,174,"1,088",,
03501,Cana Vol. Fire Dept.,Carroll Co.,2006,198,0,14,212,12,12
03502,Hillsville Vol. Fire Dept.,Carroll Co.,2006,303,0,8,311,12,12
03503,Laurel Fork Vol. Fire Dept.,Carroll Co.,2006,54,0,18,72,12,12
,Carroll Co.,3,,555,0,40,595,,
03601,Charles City Vol. Fire Dept.,Charles City Co.,2006,206,0,2,208,12,12
,Charles City Co.,1,,206,0,2,208,,
03701,Bacon District VFD,Charlotte Co.,2006,89,0,15,104,12,12
03702,Charlotte Court House Vol Fire Dept.,Charlotte Co.,2006,35,0,10,45,11,12
03704,Drakes Branch Vol. Fire Dept.,Charlotte Co.,2006,51,0,17,68,12,12
03707,Red House Vol. Fire Dept.,Charlotte Co.,2006,27,0,2,29,8,9
,Charlotte Co.,4,,202,0,44,246,,
04100,Chesterfield Fire Dept.,Chesterfield Co.,2006,"27,300",7,111,"27,418",12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 7 of 38
