Name: “Table 1 of 1 on page 9 of 38”,Name: “Table 1 of 1 on page 9 of 38”,Name: “Table 1 of 1 on page 9 of 38”,Name: “Table 1 of 1 on page 9 of 38”,Name: “Table 1 of 1 on page 9 of 38”,Name: “Table 1 of 1 on page 9 of 38”,Name: “Table 1 of 1 on page 9 of 38”,Name: “Table 1 of 1 on page 9 of 38”,Name: “Table 1 of 1 on page 9 of 38”,Name: “Table 1 of 1 on page 9 of 38”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
04901,Cartersville VFD,Cumberland Co.,2006,50,0,14,64,12,12
04902,Cumberland VFD,Cumberland Co.,2006,22,0,5,27,5,5
04903,Randolph District Vol. Fire Dept.,Cumberland Co.,2006,75,0,0,75,11,11
,Cumberland Co.,3,,147,0,19,166,,
05101,Clintwood Vol. Fire Dept.,Dickenson Co.,2006,194,0,7,201,12,12
05102,Haysi Vol Fire Dept.,Dickenson Co.,2006,105,0,7,112,11,11
05103,McClure River Fire Dept.,Dickenson Co.,2006,35,0,25,60,9,9
05104,Sandy Ridge Vol. Fire Dept.,Dickenson Co.,2006,4,0,1,5,1,1
,Dickenson Co.,4,,338,0,40,378,,
05301,Dinwiddie Vol. Fire & EMS Company 1,Dinwiddie Co.,2006,435,0,200,635,12,12
05302,Ford Vol. Fire Dept.,Dinwiddie Co.,2006,54,0,4,58,9,9
05303,McKenney Vol. Fire Dept.,Dinwiddie Co.,2006,141,0,0,141,12,12
05304,Namozine Vol. Fire & Resc Dept.,Dinwiddie Co.,2006,351,0,22,373,12,12
,Dinwiddie Co.,4,,981,0,226,"1,207",,
05701,Tappahannock-Essex Vol. Fire Dept.,Essex Co.,2006,175,0,2,177,12,12
,Essex Co.,1,,175,0,2,177,,
As of 04/18/2007,,,,,,,,,Page 9 of 38
