Name: “Table 1 of 1 on page 1 of 38”,Name: “Table 1 of 1 on page 1 of 38”,Name: “Table 1 of 1 on page 1 of 38”,Name: “Table 1 of 1 on page 1 of 38”,Name: “Table 1 of 1 on page 1 of 38”,Name: “Table 1 of 1 on page 1 of 38”,Name: “Table 1 of 1 on page 1 of 38”,Name: “Table 1 of 1 on page 1 of 38”,Name: “Table 1 of 1 on page 1 of 38”,Name: “Table 1 of 1 on page 1 of 38”
Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1
,,,,,,,,,
Fire Dept. Incident Counts For Year 2006,Fire Dept. Incident Counts For Year 2006,Fire Dept. Incident Counts For Year 2006,Fire Dept. Incident Counts For Year 2006,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
00101,New Church Vol Fire/Rescue,Accomack Co.,2006,106,0,19,125,12,12
00102,Greenbackville VFD,Accomack Co.,2006,10,1,10,21,7,7
00104,Atlantic VFD,Accomack Co.,2006,111,0,76,187,12,12
00105,Saxis Vol. Fire Co.,Accomack Co.,2006,41,0,29,70,12,12
00106,"Bloxom Vol. Fire Co., Inc.",Accomack Co.,2006,58,0,39,97,12,12
00107,Parksley Vol. Fire Dept.,Accomack Co.,2006,167,0,74,241,12,12
00108,Tasley VFD,Accomack Co.,2006,76,0,67,143,12,12
00109,Onancock VFD,Accomack Co.,2006,58,0,56,114,11,11
00110,Melfa Vol. Fire/Rescue,Accomack Co.,2006,60,0,38,98,12,12
00111,Wachapreague VFD,Accomack Co.,2006,24,0,30,54,12,12
00112,Painter VFD,Accomack Co.,2006,82,0,38,120,12,12
00121,Tangier Vol. Fire Dept.,Accomack Co.,2006,54,0,0,54,11,12
,Accomack Co.,12,,847,1,476,"1,324",,
00300,Albemarle Co. Fire Dept.,Albemarle Co.,2006,"6,196",0,225,"6,421",12,12
00320,East Rivanna VFD,Albemarle Co.,2006,27,0,3,30,6,6
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 1 of 38
