Name: “Table 1 of 1 on page 36 of 38”,Name: “Table 1 of 1 on page 36 of 38”,Name: “Table 1 of 1 on page 36 of 38”,Name: “Table 1 of 1 on page 36 of 38”,Name: “Table 1 of 1 on page 36 of 38”,Name: “Table 1 of 1 on page 36 of 38”,Name: “Table 1 of 1 on page 36 of 38”,Name: “Table 1 of 1 on page 36 of 38”,Name: “Table 1 of 1 on page 36 of 38”,Name: “Table 1 of 1 on page 36 of 38”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
,Portsmouth,1,,"12,187",10,37,"12,234",,
75000,Radford Fire Dept.,Radford,2006,640,2,1,643,12,12
,Radford,1,,640,2,1,643,,
76000,Richmond Dept. Fire/Emerg. Svcs.,Richmond,2006,"28,244",65,37,"28,346",12,12
,Richmond,1,,"28,244",65,37,"28,346",,
77000,Roanoke Fire-EMS,Roanoke City,2006,"22,306",13,186,"22,505",12,12
,Roanoke City,1,,"22,306",13,186,"22,505",,
77500,Salem Fire Dept.,Salem,2006,"2,382",0,43,"2,425",12,12
,Salem,1,,"2,382",0,43,"2,425",,
78000,South Boston Fire Dept.,Halifax Co.,2006,"1,553",0,32,"1,585",12,12
,Halifax Co.,1,,"1,553",0,32,"1,585",,
79000,Staunton Fire Dept.,Staunton,2006,"1,861",1,254,"2,116",12,12
,Staunton,1,,"1,861",1,254,"2,116",,
80000,Suffolk Fire & Rescue Dept.,Suffolk,2006,"11,601",6,45,"11,652",12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 36 of 38
