Name: “Table 1 of 1 on page 31 of 38”,Name: “Table 1 of 1 on page 31 of 38”,Name: “Table 1 of 1 on page 31 of 38”,Name: “Table 1 of 1 on page 31 of 38”,Name: “Table 1 of 1 on page 31 of 38”,Name: “Table 1 of 1 on page 31 of 38”,Name: “Table 1 of 1 on page 31 of 38”,Name: “Table 1 of 1 on page 31 of 38”,Name: “Table 1 of 1 on page 31 of 38”,Name: “Table 1 of 1 on page 31 of 38”
Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
19501,Valley Vol. Fire Dept.,Wise Co.,2006,341,1,35,377,12,12
19516,Coeburn Vol. Fire Dept.,Wise Co.,2006,46,0,1,47,7,7
19530,Appalachia Vol. Fire Dept.,Wise Co.,2006,62,0,1,63,9,9
19550,Big Stone Gap Vol. Fire Dept.,Wise Co.,2006,119,0,3,122,12,12
19570,Pound Vol. Fire Dept.,Wise Co.,2006,58,0,0,58,11,12
19580,Saint Paul Vol. Fire Dept.,Wise Co.,2006,39,0,3,42,12,12
19590,Wise Vol. Fire Dept.,Wise Co.,2006,151,0,3,154,12,12
,Wise Co.,7,,816,1,46,863,,
19701,Barren Springs Vol. Fire Dept.,Wythe Co.,2006,36,0,1,37,11,12
19702,Ivanhoe Vol. Fire Dept.,Wythe Co.,2006,21,0,11,32,7,7
19703,Max Meadows Vol. Fire Dept.,Wythe Co.,2006,157,0,10,167,12,12
19704,Rural Retreat Vol. Fire Dept.,Wythe Co.,2006,66,0,3,69,12,12
19705,Speedwell Vol. Fire Dept.,Wythe Co.,2006,23,0,4,27,10,12
19706,Wytheville Fire Dept.,Wythe Co.,2006,186,1,2,189,12,12
,Wythe Co.,6,,489,1,31,521,,
19900,York Co. Fire Dept.,York Co.,2006,"7,846",11,762,"8,619",12,12
,York Co.,1,,"7,846",11,762,"8,619",,
As of 04/18/2007,,,,,,,,,Page 31 of 38
