Name: “Table 1 of 1 on page 19 of 38”,Name: “Table 1 of 1 on page 19 of 38”,Name: “Table 1 of 1 on page 19 of 38”,Name: “Table 1 of 1 on page 19 of 38”,Name: “Table 1 of 1 on page 19 of 38”,Name: “Table 1 of 1 on page 19 of 38”,Name: “Table 1 of 1 on page 19 of 38”,Name: “Table 1 of 1 on page 19 of 38”,Name: “Table 1 of 1 on page 19 of 38”,Name: “Table 1 of 1 on page 19 of 38”
Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
11701,"Boydton Vol. Fire Dept., Inc.",Mecklenburg Co.,2006,76,0,76,152,12,12
11702,Buckhorn Vol. Fire Dept.,Mecklenburg Co.,2006,35,0,15,50,12,12
11703,Chase City Vol. Fire Dept.,Mecklenburg Co.,2006,231,0,26,257,12,12
11704,Clarksville Vol. Fire Dept.,Mecklenburg Co.,2006,210,0,25,235,12,12
11705,"LaCrosse Vol. Fire Dept., Inc.",Mecklenburg Co.,2006,82,0,79,161,12,12
11706,"Palmer Springs Vol. Fire Dept., Inc.",Mecklenburg Co.,2006,28,0,16,44,12,12
11707,South Hill Vol. Fire Dept.,Mecklenburg Co.,2006,379,0,37,416,12,12
11708,Lake Gaston Vol. Fire Dept.,Mecklenburg Co.,2006,44,0,10,54,12,12
,Mecklenburg Co.,8,,"1,085",0,284,"1,369",,
11901,Hartfield VFD,Middlesex Co.,2006,74,0,0,74,12,12
11902,Lower Middlesex VFD,Middlesex Co.,2006,27,0,0,27,11,11
11903,Middlesex Vol. Fire Dept.,Middlesex Co.,2006,75,1,1,77,9,9
,Middlesex Co.,3,,176,1,1,178,,
12102,Blacksburg Vol. Fire Dept.,Montgomery Co.,2006,817,0,3,820,9,9
12103,Christiansburg Vol. Fire Dept.,Montgomery Co.,2006,784,0,5,789,12,12
12104,Elliston Vol. Fire Dept.,Montgomery Co.,2006,220,0,64,284,12,12
12106,Riner Vol. Fire Dept.,Montgomery Co.,2006,104,0,12,116,12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 19 of 38
