Name: “Table 1 of 1 on page 2 of 38”,Name: “Table 1 of 1 on page 2 of 38”,Name: “Table 1 of 1 on page 2 of 38”,Name: “Table 1 of 1 on page 2 of 38”,Name: “Table 1 of 1 on page 2 of 38”,Name: “Table 1 of 1 on page 2 of 38”,Name: “Table 1 of 1 on page 2 of 38”,Name: “Table 1 of 1 on page 2 of 38”,Name: “Table 1 of 1 on page 2 of 38”,Name: “Table 1 of 1 on page 2 of 38”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
00350,Crozet VFD,Albemarle Co.,2006,602,0,21,623,12,12
00370,Scottsville VFD,Albemarle Co.,2006,120,0,35,155,12,12
,Albemarle Co.,4,,"6,945",0,284,"7,229",,
00501,Boiling Springs VFD,Alleghany Co.,2006,117,0,5,122,12,12
00504,Iron Gate Vol. Fire Dept.,Alleghany Co.,2006,26,0,13,39,12,12
00505,Selma VFD,Alleghany Co.,2006,48,1,58,107,11,11
00506,Sharon VFD,Alleghany Co.,2006,55,0,17,72,12,12
,Alleghany Co.,4,,246,1,93,340,,
00701,Amelia Co. VFD,Amelia Co.,2006,104,0,1,105,9,9
00702,Mannboro VFD,Amelia Co.,2006,90,0,25,115,12,12
00704,Mattoax VFD,Amelia Co.,2006,79,0,26,105,12,12
00705,Painville VFD,Amelia Co.,2006,8,0,0,8,3,3
,Amelia Co.,4,,281,0,52,333,,
00901,Amherst Vol. Fire Dept.,Amherst Co.,2006,135,0,60,195,12,12
00902,Monelison VFD,Amherst Co.,2006,295,2,49,346,12,12
,Amherst Co.,2,,430,2,109,541,,
As of 04/18/2007,,,,,,,,,Page 2 of 38
