Name: “Table 1 of 1 on page 25 of 38”,Name: “Table 1 of 1 on page 25 of 38”,Name: “Table 1 of 1 on page 25 of 38”,Name: “Table 1 of 1 on page 25 of 38”,Name: “Table 1 of 1 on page 25 of 38”,Name: “Table 1 of 1 on page 25 of 38”,Name: “Table 1 of 1 on page 25 of 38”,Name: “Table 1 of 1 on page 25 of 38”,Name: “Table 1 of 1 on page 25 of 38”,Name: “Table 1 of 1 on page 25 of 38”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
15702,Sperryville Vol. Fire Dept.,Rappahannock Co.,2006,64,0,61,125,12,12
15703,Amissville Vol. Fire & Rescue Co.,Rappahannock Co.,2006,297,0,177,474,12,12
15705,Castleton Community Vol. Fire Comp.,Rappahannock Co.,2006,45,0,27,72,12,12
15706,Chester Gap Vol. Fire Dept.,Rappahannock Co.,2006,25,0,130,155,12,12
,Rappahannock Co.,5,,496,0,473,969,,
16100,Roanoke County Fire & Rescue,Roanoke Co.,2006,"10,397",3,228,"10,628",12,12
16102,Vinton Vol. Fire Dept.,Roanoke Co.,2006,84,0,2,86,9,9
16112,"Read Mountain Fire & Rescue Dept., Inc. -",Botetourt Co.,2006,497,1,796,"1,294",12,12
,Roanoke Co.,3,,"10,978",4,"1,026","12,008",,
16302,Glasgow VFD,Rockbridge Co.,2006,110,0,119,229,12,12
16304,Kerrs Creek VFD,Rockbridge Co.,2006,70,0,37,107,7,7
16305,Raphine VFD,Rockbridge Co.,2006,506,0,28,534,12,12
16306,Rockbridge Baths VFD,Rockbridge Co.,2006,87,0,15,102,12,12
16307,South River District VFD,Rockbridge Co.,2006,355,0,97,452,12,12
16309,Natural Bridge Vol. Fire Dept.,Rockbridge Co.,2006,287,0,118,405,12,12
,Rockbridge Co.,6,,"1,415",0,414,"1,829",,
16500,Rockingham Co. Dept. of Fire & Resc.,Rockingham Co.,2006,479,2,324,805,12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 25 of 38
