Name: “Table 1 of 1 on page 27 of 38”,Name: “Table 1 of 1 on page 27 of 38”,Name: “Table 1 of 1 on page 27 of 38”,Name: “Table 1 of 1 on page 27 of 38”,Name: “Table 1 of 1 on page 27 of 38”,Name: “Table 1 of 1 on page 27 of 38”,Name: “Table 1 of 1 on page 27 of 38”,Name: “Table 1 of 1 on page 27 of 38”,Name: “Table 1 of 1 on page 27 of 38”,Name: “Table 1 of 1 on page 27 of 38”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
16903,Gate City Vol. Fire Dept.,Scott Co.,2006,109,0,23,132,12,12
16905,Nickelsville Vol. Fire Dept.,Scott Co.,2006,26,0,0,26,10,10
16906,"Weber City Vol. Fire Dept., Inc.",Scott Co.,2006,91,0,15,106,12,12
16907,Fort Blackmore Vol. Fire Dept.,Scott Co.,2006,37,0,12,49,12,12
,Scott Co.,5,,278,0,51,329,,
17100,Shenandoah Co. Fire & Rescue,Shenandoah Co.,2006,0,0,71,71,11,11
17109,Toms Brook Vol. Fire Dept. Inc.,Shenandoah Co.,2006,162,0,338,500,12,12
17112,Woodstock Vol. Fire Dept.,Shenandoah Co.,2006,460,0,45,505,12,12
17113,Conicville Vol. Fire Dept.,Shenandoah Co.,2006,168,0,30,198,12,12
17114,Fort Valley Vol. Fire Dept.,Shenandoah Co.,2006,21,0,69,90,12,12
17115,Edinburg Vol. Fire Dept.,Shenandoah Co.,2006,114,0,151,265,12,12
17123,"New Market Vol. Fire Company, Inc.",Shenandoah Co.,2006,139,0,224,363,12,12
,Shenandoah Co.,7,,"1,064",0,928,"1,992",,
17301,Adwolfe Vol. Fire Dept.,Smyth Co.,2006,59,0,3,62,12,12
17302,Atkins VFD,Smyth Co.,2006,93,0,0,93,12,12
17303,Chilhowie Fire Dept.,Smyth Co.,2006,927,0,31,958,12,12
17304,Marion Vol. Fire Dept.,Smyth Co.,2006,203,0,6,209,12,12
17305,Nebo VFD,Smyth Co.,2006,27,0,0,27,11,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 27 of 38
