Name: “Table 1 of 1 on page 29 of 38”,Name: “Table 1 of 1 on page 29 of 38”,Name: “Table 1 of 1 on page 29 of 38”,Name: “Table 1 of 1 on page 29 of 38”,Name: “Table 1 of 1 on page 29 of 38”,Name: “Table 1 of 1 on page 29 of 38”,Name: “Table 1 of 1 on page 29 of 38”,Name: “Table 1 of 1 on page 29 of 38”,Name: “Table 1 of 1 on page 29 of 38”,Name: “Table 1 of 1 on page 29 of 38”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
18302,Stony Creek Vol. Fire Dept.,Sussex Co.,2006,95,0,11,106,12,12
18303,Wakefield Vol. Fire Dept.,Sussex Co.,2006,92,0,47,139,12,12
18304,Waverly Vol. Fire Dept.,Sussex Co.,2006,158,0,4,162,12,12
,Sussex Co.,3,,345,0,62,407,,
18501,Abbs Valley-Bossievain Vol. Fire Dept.,Tazewell Co.,2006,25,0,5,30,7,7
18502,Bluefield Virginia Fire Dept.,Tazewell Co.,2006,274,0,6,280,12,12
18505,Richlands Vol. Fire Dept.,Tazewell Co.,2006,349,0,0,349,12,12
18506,Tazewell Co. Vol. Fire Dept.,Tazewell Co.,2006,"1,209",0,26,"1,235",12,12
18507,Tazewell Town Fire Dept.,Tazewell Co.,2006,104,0,0,104,12,12
18511,Tannersville Vol Fire Dept.,Tazewell Co.,2006,30,0,0,30,11,12
18512,Clearfolk Vol. Fire Dept.,Tazewell Co.,2006,13,0,1,14,8,12
,Tazewell Co.,7,,"2,004",0,38,"2,042",,
18700,Warrant Co. Fire & Rescue,Warren Co.,2006,594,0,279,873,12,12
18701,"Front Royal Vol. Fire and Rescue Dept., In",Warren Co.,2006,"1,958",3,391,"2,352",12,12
18702,Rivermont Vol. Fire Dept.,Warren Co.,2006,275,0,290,565,12,12
18703,South Warren Vol. Fire Dept.,Warren Co.,2006,197,0,86,283,12,12
18704,Shenandoah Shores Fire Dept.,Warren Co.,2006,7,0,7,14,5,5
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 29 of 38
