Name: “Table 1 of 1 on page 11 of 38”,Name: “Table 1 of 1 on page 11 of 38”,Name: “Table 1 of 1 on page 11 of 38”,Name: “Table 1 of 1 on page 11 of 38”,Name: “Table 1 of 1 on page 11 of 38”,Name: “Table 1 of 1 on page 11 of 38”,Name: “Table 1 of 1 on page 11 of 38”,Name: “Table 1 of 1 on page 11 of 38”,Name: “Table 1 of 1 on page 11 of 38”,Name: “Table 1 of 1 on page 11 of 38”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
06504,Lake Monticello Fire/Rescue,Fluvanna Co.,2006,167,0,84,251,7,7
,Fluvanna Co.,1,,167,0,84,251,,
06700,Franklin Co. Public Safety,Franklin Co.,2006,108,3,8,119,12,12
06701,Boones Mill Vol. Fire Dept.,Franklin Co.,2006,146,2,14,162,11,11
06702,Burnt Chimney VFD,Franklin Co.,2006,146,0,21,167,12,12
06703,Callaway VFD,Franklin Co.,2006,38,0,25,63,12,12
06704,Ferrum VFD,Franklin Co.,2006,74,0,23,97,11,11
06705,Fork Mountain VFD,Franklin Co.,2006,50,0,18,68,12,12
06706,Glade Hill VFD,Franklin Co.,2006,79,0,30,109,12,12
06707,Rocky Mount Vol Fire Dept.,Franklin Co.,2006,355,0,3,358,12,12
06708,Scruggs VFD,Franklin Co.,2006,103,0,12,115,12,12
06709,Smith Mountain Lake Marine Vol. Fire Co.,Bedford Co.,2006,230,0,74,304,12,12
06710,Snow Creek VFD,Franklin Co.,2006,45,0,12,57,12,12
,Franklin Co.,11,,"1,374",5,240,"1,619",,
06900,Frederick Co. Fire & Rescue,Frederick Co.,2006,314,0,613,927,12,12
06911,Stephens City Fire Dept.,Frederick Co.,2006,510,0,21,531,10,10
06912,Middletown Vol. Fire & Rescue,Frederick Co.,2006,381,0,625,"1,006",12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 11 of 38
