Name: “Table 1 of 1 on page 33 of 38”,Name: “Table 1 of 1 on page 33 of 38”,Name: “Table 1 of 1 on page 33 of 38”,Name: “Table 1 of 1 on page 33 of 38”,Name: “Table 1 of 1 on page 33 of 38”,Name: “Table 1 of 1 on page 33 of 38”,Name: “Table 1 of 1 on page 33 of 38”,Name: “Table 1 of 1 on page 33 of 38”,Name: “Table 1 of 1 on page 33 of 38”,Name: “Table 1 of 1 on page 33 of 38”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
57000,Colonial Heights Fire & EMS,Colonial Heights,2006,"3,931",5,239,"4,175",12,12
,Colonial Heights,1,,"3,931",5,239,"4,175",,
58000,Covington Fire Dept.,Covington,2006,222,0,35,257,12,12
,Covington,1,,222,0,35,257,,
59000,Danville Fire Dept.,Danville,2006,"4,841",4,2,"4,847",12,12
,Danville,1,,"4,841",4,2,"4,847",,
60000,Fairfax City Fire Dept.,Fairfax,2006,"2,851",0,989,"3,840",12,12
,Fairfax,1,,"2,851",0,989,"3,840",,
62000,Franklin Fire & Rescue Dept.,Franklin,2006,407,2,56,465,12,12
62001,Hunterdale Vol. Fire Dept.,Franklin,2006,63,0,355,418,12,12
,Franklin,2,,470,2,411,883,,
63000,Fredericksburg Fire Dept.,Fredericksburg,2006,"2,679",0,185,"2,864",12,12
,Fredericksburg,1,,"2,679",0,185,"2,864",,
64000,Galax VFD,Galax,2006,231,0,11,242,12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 33 of 38
