Name: “Table 1 of 1 on page 14 of 38”,Name: “Table 1 of 1 on page 14 of 38”,Name: “Table 1 of 1 on page 14 of 38”,Name: “Table 1 of 1 on page 14 of 38”,Name: “Table 1 of 1 on page 14 of 38”,Name: “Table 1 of 1 on page 14 of 38”,Name: “Table 1 of 1 on page 14 of 38”,Name: “Table 1 of 1 on page 14 of 38”,Name: “Table 1 of 1 on page 14 of 38”,Name: “Table 1 of 1 on page 14 of 38”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,
Year,2006,,,,,,,,
FDID,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
08304,Liberty VFD,Halifax Co.,2006,4,0,0,4,2,2
08306,North Halifax Fire Dept.,Halifax Co.,2006,241,0,6,247,12,12
08307,Oak Level Vol. Fire Dept.,Halifax Co.,2006,26,0,6,32,9,12
08308,Scottsburg Vol. Fire Dept.,Halifax Co.,2006,5,0,2,7,1,1
08309,Triangle Vol. Fire Dept.,Halifax Co.,2006,100,0,11,111,12,12
08310,Turbeville Vol. Fire Dept.,Halifax Co.,2006,132,0,9,141,12,12
08311,Virgilina Vol. Fire Dept.,Halifax Co.,2006,143,0,25,168,12,12
,Halifax Co.,9,,902,0,86,988,,
08501,Ashland VFD,Hanover Co.,2006,"1,373",3,260,"1,636",12,12
08502,Beaverdam VFD,Hanover Co.,2006,180,0,34,214,12,12
08503,Eastern Hanover VFD,Hanover Co.,2006,614,0,163,777,12,12
08504,Doswell VFD,Hanover Co.,2006,377,0,129,506,12,12
08505,Hanover Court House Vol. Fire Dept.,Hanover Co.,2006,185,0,191,376,12,12
08506,Henry VFD,Hanover Co.,2006,955,0,213,"1,168",12,12
08507,Mechanicsville VFD,Hanover Co.,2006,"1,835",0,175,"2,010",12,12
08508,Montpelier VFD,Hanover Co.,2006,448,0,64,512,12,12
08509,Rockville VFD,Hanover Co.,2006,198,0,52,250,11,11
08510,Chickahominy VFD,Hanover Co.,2006,756,0,200,956,12,12
08511,Farrington VFD,Hanover Co.,2006,289,0,48,337,12,12
As of 04/18/2007,As of 04/18/2007,,,,,,,,Page 14 of 38
